sample	well_quality	cell_type	fastq_url	patient
HP1502401_D18	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630188/ERR1630188.fastq.gz	HP1502401
HP1502401_D19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630189/ERR1630189.fastq.gz	HP1502401
HP1502401_D2	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630190/ERR1630190.fastq.gz	HP1502401
HP1502401_D20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630191/ERR1630191.fastq.gz	HP1502401
HP1502401_D21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630192/ERR1630192.fastq.gz	HP1502401
HP1502401_D22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630193/ERR1630193.fastq.gz	HP1502401
HP1502401_D23	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630194/ERR1630194.fastq.gz	HP1502401
HP1502401_D24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630195/ERR1630195.fastq.gz	HP1502401
HP1502401_D3	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630196/ERR1630196.fastq.gz	HP1502401
HP1502401_D4	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630197/ERR1630197.fastq.gz	HP1502401
HP1502401_D5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630198/ERR1630198.fastq.gz	HP1502401
HP1502401_D6	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630199/ERR1630199.fastq.gz	HP1502401
HP1502401_D7	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630200/ERR1630200.fastq.gz	HP1502401
HP1502401_D8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630201/ERR1630201.fastq.gz	HP1502401
HP1502401_D9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630202/ERR1630202.fastq.gz	HP1502401
HP1502401_E1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630203/ERR1630203.fastq.gz	HP1502401
HP1502401_E10	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630204/ERR1630204.fastq.gz	HP1502401
HP1502401_E11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630205/ERR1630205.fastq.gz	HP1502401
HP1502401_E12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630206/ERR1630206.fastq.gz	HP1502401
HP1502401_E14	OK	epsilon cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630207/ERR1630207.fastq.gz	HP1502401
HP1502401_E15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630208/ERR1630208.fastq.gz	HP1502401
HP1502401_E16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630209/ERR1630209.fastq.gz	HP1502401
HP1502401_E17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630210/ERR1630210.fastq.gz	HP1502401
HP1502401_E18	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630211/ERR1630211.fastq.gz	HP1502401
HP1502401_E19	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630212/ERR1630212.fastq.gz	HP1502401
HP1502401_E2	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630213/ERR1630213.fastq.gz	HP1502401
HP1502401_E20	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630214/ERR1630214.fastq.gz	HP1502401
HP1502401_E21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630215/ERR1630215.fastq.gz	HP1502401
HP1502401_E22	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630216/ERR1630216.fastq.gz	HP1502401
HP1502401_E23	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630217/ERR1630217.fastq.gz	HP1502401
HP1502401_E24	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630218/ERR1630218.fastq.gz	HP1502401
HP1502401_E3	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630219/ERR1630219.fastq.gz	HP1502401
HP1502401_E4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630220/ERR1630220.fastq.gz	HP1502401
HP1502401_E5	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630221/ERR1630221.fastq.gz	HP1502401
HP1502401_E6	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630222/ERR1630222.fastq.gz	HP1502401
HP1502401_E7	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630223/ERR1630223.fastq.gz	HP1502401
HP1502401_E8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630224/ERR1630224.fastq.gz	HP1502401
HP1502401_E9	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630225/ERR1630225.fastq.gz	HP1502401
HP1502401_F1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630226/ERR1630226.fastq.gz	HP1502401
HP1502401_F10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630227/ERR1630227.fastq.gz	HP1502401
HP1502401_F11	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630228/ERR1630228.fastq.gz	HP1502401
HP1502401_F12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630229/ERR1630229.fastq.gz	HP1502401
HP1502401_F13	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630230/ERR1630230.fastq.gz	HP1502401
HP1502401_F14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630231/ERR1630231.fastq.gz	HP1502401
HP1502401_F15	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630232/ERR1630232.fastq.gz	HP1502401
HP1502401_F16	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630233/ERR1630233.fastq.gz	HP1502401
HP1502401_F17	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630234/ERR1630234.fastq.gz	HP1502401
HP1502401_F18	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630235/ERR1630235.fastq.gz	HP1502401
HP1502401_F19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630236/ERR1630236.fastq.gz	HP1502401
HP1502401_F2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630237/ERR1630237.fastq.gz	HP1502401
HP1502401_F20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630238/ERR1630238.fastq.gz	HP1502401
HP1502401_F21	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630239/ERR1630239.fastq.gz	HP1502401
HP1502401_F22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630240/ERR1630240.fastq.gz	HP1502401
HP1502401_F23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630241/ERR1630241.fastq.gz	HP1502401
HP1502401_F24	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630242/ERR1630242.fastq.gz	HP1502401
HP1502401_F3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630243/ERR1630243.fastq.gz	HP1502401
HP1502401_F4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630244/ERR1630244.fastq.gz	HP1502401
HP1502401_F5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630245/ERR1630245.fastq.gz	HP1502401
HP1502401_F6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630246/ERR1630246.fastq.gz	HP1502401
HP1502401_F7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630247/ERR1630247.fastq.gz	HP1502401
HP1502401_F8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630248/ERR1630248.fastq.gz	HP1502401
HP1502401_F9	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630249/ERR1630249.fastq.gz	HP1502401
HP1502401_G1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630250/ERR1630250.fastq.gz	HP1502401
HP1502401_G10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630251/ERR1630251.fastq.gz	HP1502401
HP1502401_G11	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630252/ERR1630252.fastq.gz	HP1502401
HP1502401_G12	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630253/ERR1630253.fastq.gz	HP1502401
HP1502401_G14	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630254/ERR1630254.fastq.gz	HP1502401
HP1502401_G15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630255/ERR1630255.fastq.gz	HP1502401
HP1502401_G16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630256/ERR1630256.fastq.gz	HP1502401
HP1502401_G17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630257/ERR1630257.fastq.gz	HP1502401
HP1502401_G18	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630258/ERR1630258.fastq.gz	HP1502401
HP1502401_G19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630259/ERR1630259.fastq.gz	HP1502401
HP1502401_G2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630260/ERR1630260.fastq.gz	HP1502401
HP1502401_G20	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630261/ERR1630261.fastq.gz	HP1502401
HP1502401_G21	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630262/ERR1630262.fastq.gz	HP1502401
HP1502401_G22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630263/ERR1630263.fastq.gz	HP1502401
HP1502401_G23	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630264/ERR1630264.fastq.gz	HP1502401
HP1502401_G24	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630265/ERR1630265.fastq.gz	HP1502401
HP1502401_G3	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630266/ERR1630266.fastq.gz	HP1502401
HP1502401_G4	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630267/ERR1630267.fastq.gz	HP1502401
HP1502401_G5	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630268/ERR1630268.fastq.gz	HP1502401
HP1502401_G6	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630269/ERR1630269.fastq.gz	HP1502401
HP1502401_G7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630270/ERR1630270.fastq.gz	HP1502401
HP1502401_G8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630271/ERR1630271.fastq.gz	HP1502401
HP1502401_G9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630272/ERR1630272.fastq.gz	HP1502401
HP1502401_H1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630273/ERR1630273.fastq.gz	HP1502401
HP1502401_H10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630274/ERR1630274.fastq.gz	HP1502401
HP1502401_H11	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630275/ERR1630275.fastq.gz	HP1502401
HP1502401_H12	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630276/ERR1630276.fastq.gz	HP1502401
HP1502401_H13	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630277/ERR1630277.fastq.gz	HP1502401
HP1502401_H14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630278/ERR1630278.fastq.gz	HP1502401
HP1502401_H15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630279/ERR1630279.fastq.gz	HP1502401
HP1502401_H16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630280/ERR1630280.fastq.gz	HP1502401
HP1502401_H17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630281/ERR1630281.fastq.gz	HP1502401
HP1502401_H18	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630282/ERR1630282.fastq.gz	HP1502401
HP1502401_H19	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630283/ERR1630283.fastq.gz	HP1502401
HP1502401_H2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630284/ERR1630284.fastq.gz	HP1502401
HP1502401_H20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630285/ERR1630285.fastq.gz	HP1502401
HP1502401_H21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630286/ERR1630286.fastq.gz	HP1502401
HP1502401_H22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630287/ERR1630287.fastq.gz	HP1502401
HP1502401_H23	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630288/ERR1630288.fastq.gz	HP1502401
HP1502401_H24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630289/ERR1630289.fastq.gz	HP1502401
HP1502401_H3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630290/ERR1630290.fastq.gz	HP1502401
HP1502401_H4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630291/ERR1630291.fastq.gz	HP1502401
HP1502401_H5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630292/ERR1630292.fastq.gz	HP1502401
HP1502401_H6	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630293/ERR1630293.fastq.gz	HP1502401
HP1502401_H7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630294/ERR1630294.fastq.gz	HP1502401
HP1502401_H8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630295/ERR1630295.fastq.gz	HP1502401
HP1502401_H9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630296/ERR1630296.fastq.gz	HP1502401
HP1502401_I1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630297/ERR1630297.fastq.gz	HP1502401
HP1502401_I10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630298/ERR1630298.fastq.gz	HP1502401
HP1502401_I11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630299/ERR1630299.fastq.gz	HP1502401
HP1502401_I12	OK	endothelial cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630300/ERR1630300.fastq.gz	HP1502401
HP1502401_I14	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630301/ERR1630301.fastq.gz	HP1502401
HP1502401_I15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630302/ERR1630302.fastq.gz	HP1502401
HP1502401_I16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630303/ERR1630303.fastq.gz	HP1502401
HP1502401_I17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630304/ERR1630304.fastq.gz	HP1502401
HP1502401_I18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630305/ERR1630305.fastq.gz	HP1502401
HP1502401_I19	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630306/ERR1630306.fastq.gz	HP1502401
HP1502401_I2	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630307/ERR1630307.fastq.gz	HP1502401
HP1502401_I20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630308/ERR1630308.fastq.gz	HP1502401
HP1502401_I21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630309/ERR1630309.fastq.gz	HP1502401
HP1502401_I22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630310/ERR1630310.fastq.gz	HP1502401
HP1502401_I23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630311/ERR1630311.fastq.gz	HP1502401
HP1502401_I24	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630312/ERR1630312.fastq.gz	HP1502401
HP1502401_I3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630313/ERR1630313.fastq.gz	HP1502401
HP1502401_I4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630314/ERR1630314.fastq.gz	HP1502401
HP1502401_I5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630315/ERR1630315.fastq.gz	HP1502401
HP1502401_I6	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630316/ERR1630316.fastq.gz	HP1502401
HP1502401_I7	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630317/ERR1630317.fastq.gz	HP1502401
HP1502401_I8	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630318/ERR1630318.fastq.gz	HP1502401
HP1502401_I9	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630319/ERR1630319.fastq.gz	HP1502401
HP1502401_J1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630320/ERR1630320.fastq.gz	HP1502401
HP1502401_J10	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630321/ERR1630321.fastq.gz	HP1502401
HP1502401_J11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630322/ERR1630322.fastq.gz	HP1502401
HP1502401_J12	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630323/ERR1630323.fastq.gz	HP1502401
HP1502401_J13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630324/ERR1630324.fastq.gz	HP1502401
HP1502401_J14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630325/ERR1630325.fastq.gz	HP1502401
HP1502401_J15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630326/ERR1630326.fastq.gz	HP1502401
HP1502401_J16	OK	mast cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630327/ERR1630327.fastq.gz	HP1502401
HP1502401_J17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630328/ERR1630328.fastq.gz	HP1502401
HP1502401_J18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630329/ERR1630329.fastq.gz	HP1502401
HP1502401_J19	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630330/ERR1630330.fastq.gz	HP1502401
HP1502401_J2	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630331/ERR1630331.fastq.gz	HP1502401
HP1502401_J20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630332/ERR1630332.fastq.gz	HP1502401
HP1502401_J21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630333/ERR1630333.fastq.gz	HP1502401
HP1502401_J22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630334/ERR1630334.fastq.gz	HP1502401
HP1502401_J23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630335/ERR1630335.fastq.gz	HP1502401
HP1502401_J24	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630336/ERR1630336.fastq.gz	HP1502401
HP1502401_J3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630337/ERR1630337.fastq.gz	HP1502401
HP1502401_J4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630338/ERR1630338.fastq.gz	HP1502401
HP1502401_J5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630339/ERR1630339.fastq.gz	HP1502401
HP1502401_J6	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630340/ERR1630340.fastq.gz	HP1502401
HP1502401_J7	OK	mast cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630341/ERR1630341.fastq.gz	HP1502401
HP1502401_J8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630342/ERR1630342.fastq.gz	HP1502401
HP1502401_J9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630343/ERR1630343.fastq.gz	HP1502401
HP1502401_K1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630344/ERR1630344.fastq.gz	HP1502401
HP1502401_K10	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630345/ERR1630345.fastq.gz	HP1502401
HP1502401_K11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630346/ERR1630346.fastq.gz	HP1502401
HP1502401_K12	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630347/ERR1630347.fastq.gz	HP1502401
HP1502401_K14	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630348/ERR1630348.fastq.gz	HP1502401
HP1502401_K15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630349/ERR1630349.fastq.gz	HP1502401
HP1502401_K16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630350/ERR1630350.fastq.gz	HP1502401
HP1502401_K17	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630351/ERR1630351.fastq.gz	HP1502401
HP1502401_K18	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630352/ERR1630352.fastq.gz	HP1502401
HP1502401_K19	OK	unclassified endocrine cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630353/ERR1630353.fastq.gz	HP1502401
HP1502401_K2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630354/ERR1630354.fastq.gz	HP1502401
HP1502401_K20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630355/ERR1630355.fastq.gz	HP1502401
HP1502401_K21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630356/ERR1630356.fastq.gz	HP1502401
HP1502401_K22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630357/ERR1630357.fastq.gz	HP1502401
HP1502401_K23	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630358/ERR1630358.fastq.gz	HP1502401
