sample	fastq1	fastq2	patient	malignant	celltype	sample_num	sample_batch
cy53_1_CD45_pos_1_F06_S66	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F06-S66-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F06-S66-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	66	0
cy53_1_CD45_pos_1_F07_S67	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F07-S67-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F07-S67-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	67	0
cy53_1_CD45_pos_1_F09_S69	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F09-S69-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F09-S69-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	69	0
cy53_1_CD45_pos_1_F12_S72	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F12-S72-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-F12-S72-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	72	0
cy53_1_CD45_pos_1_G01_S73	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G01-S73-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G01-S73-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	73	0
cy53_1_CD45_pos_1_G03_S75	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G03-S75-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G03-S75-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	75	0
cy53_1_CD45_pos_1_G04_S76	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G04-S76-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G04-S76-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	76	0
cy53_1_CD45_pos_1_G05_S77	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G05-S77-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G05-S77-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	77	0
cy53_1_CD45_pos_1_G06_S78	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G06-S78-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G06-S78-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	78	0
cy53_1_CD45_pos_1_G08_S80	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G08-S80-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-G08-S80-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	80	0
cy53_1_CD45_pos_1_H01_S85	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H01-S85-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H01-S85-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	85	0
cy53_1_CD45_pos_1_H03_S87	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H03-S87-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H03-S87-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	87	0
cy53_1_CD45_pos_1_H10_S94	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H10-S94-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H10-S94-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	94	0
cy53_1_CD45_pos_1_H12_S96	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H12-S96-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-1-H12-S96-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	96	0
cy53_1_CD45_pos_2_A02_S962	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A02-S962-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A02-S962-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	962	10
cy53_1_CD45_pos_2_A03_S963	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A03-S963-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A03-S963-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	963	10
cy53_1_CD45_pos_2_A04_S964	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A04-S964-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A04-S964-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	NK	964	10
cy53_1_CD45_pos_2_A05_S965	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A05-S965-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A05-S965-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	965	10
cy53_1_CD45_pos_2_A06_S966	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A06-S966-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A06-S966-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	NK	966	10
cy53_1_CD45_pos_2_A08_S968	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A08-S968-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A08-S968-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	968	10
cy53_1_CD45_pos_2_A09_S969	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A09-S969-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A09-S969-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	969	10
cy53_1_CD45_pos_2_A10_S970	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A10-S970-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A10-S970-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	970	10
cy53_1_CD45_pos_2_A11_S971	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A11-S971-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A11-S971-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	971	10
cy53_1_CD45_pos_2_A12_S972	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A12-S972-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-A12-S972-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	972	10
cy53_1_CD45_pos_2_B01_S973	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B01-S973-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B01-S973-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	973	10
cy53_1_CD45_pos_2_B02_S974	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B02-S974-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B02-S974-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	974	10
cy53_1_CD45_pos_2_B03_S975	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B03-S975-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B03-S975-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	975	10
cy53_1_CD45_pos_2_B04_S976	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B04-S976-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B04-S976-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	976	10
cy53_1_CD45_pos_2_B05_S977	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B05-S977-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B05-S977-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	977	10
cy53_1_CD45_pos_2_B08_S980	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B08-S980-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B08-S980-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	NK	980	10
cy53_1_CD45_pos_2_B09_S981	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B09-S981-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B09-S981-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	981	10
cy53_1_CD45_pos_2_B10_S982	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B10-S982-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B10-S982-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	982	10
cy53_1_CD45_pos_2_B12_S984	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B12-S984-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-B12-S984-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	984	10
cy53_1_CD45_pos_2_C06_S990	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C06-S990-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C06-S990-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	990	10
cy53_1_CD45_pos_2_C08_S992	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C08-S992-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C08-S992-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	992	10
cy53_1_CD45_pos_2_C10_S994	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C10-S994-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C10-S994-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	994	10
cy53_1_CD45_pos_2_C12_S996	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C12-S996-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-C12-S996-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	996	10
cy53_1_CD45_pos_2_D03_S999	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D03-S999-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D03-S999-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	NK	999	10
cy53_1_CD45_pos_2_D04_S1000	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D04-S1000-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D04-S1000-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1000	10
cy53_1_CD45_pos_2_D05_S1001	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D05-S1001-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D05-S1001-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	1001	10
cy53_1_CD45_pos_2_D06_S1002	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D06-S1002-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D06-S1002-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1002	10
cy53_1_CD45_pos_2_D08_S1004	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D08-S1004-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D08-S1004-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1004	10
cy53_1_CD45_pos_2_D09_S1005	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D09-S1005-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D09-S1005-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	1005	10
cy53_1_CD45_pos_2_D10_S1006	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D10-S1006-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-D10-S1006-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	1006	10
cy53_1_CD45_pos_2_E03_S1011	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E03-S1011-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E03-S1011-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	1011	10
cy53_1_CD45_pos_2_E04_S1012	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E04-S1012-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E04-S1012-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1012	10
cy53_1_CD45_pos_2_E05_S1013	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E05-S1013-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E05-S1013-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1013	10
cy53_1_CD45_pos_2_E07_S1015	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E07-S1015-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-E07-S1015-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1015	10
cy53_1_CD45_pos_2_F03_S1023	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F03-S1023-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F03-S1023-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	1023	10
cy53_1_CD45_pos_2_F04_S1024	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F04-S1024-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F04-S1024-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1024	10
cy53_1_CD45_pos_2_F05_S1025	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F05-S1025-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F05-S1025-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1025	10
cy53_1_CD45_pos_2_F07_S1027	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F07-S1027-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-F07-S1027-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1027	10
cy53_1_CD45_pos_2_G01_S1033	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G01-S1033-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G01-S1033-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1033	10
cy53_1_CD45_pos_2_G02_S1034	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G02-S1034-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G02-S1034-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1034	10
cy53_1_CD45_pos_2_G03_S1035	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G03-S1035-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G03-S1035-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1035	10
cy53_1_CD45_pos_2_G04_S1036	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G04-S1036-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G04-S1036-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1036	10
cy53_1_CD45_pos_2_G05_S1037	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G05-S1037-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G05-S1037-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1037	10
cy53_1_CD45_pos_2_G09_S1041	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G09-S1041-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G09-S1041-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	NK	1041	10
cy53_1_CD45_pos_2_G11_S1043	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G11-S1043-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-G11-S1043-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1043	10
cy53_1_CD45_pos_2_H01_S1045	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H01-S1045-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H01-S1045-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1045	10
cy53_1_CD45_pos_2_H02_S1046	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H02-S1046-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H02-S1046-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1046	10
cy53_1_CD45_pos_2_H04_S1048	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H04-S1048-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H04-S1048-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1048	10
cy53_1_CD45_pos_2_H05_S1049	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H05-S1049-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H05-S1049-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Macrophage	1049	10
cy53_1_CD45_pos_2_H06_S1050	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H06-S1050-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H06-S1050-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	1050	10
cy53_1_CD45_pos_2_H08_S1052	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H08-S1052-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H08-S1052-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1052	10
cy53_1_CD45_pos_2_H09_S1053	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H09-S1053-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H09-S1053-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	unknown	1053	10
cy53_1_CD45_pos_2_H11_S1055	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H11-S1055-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H11-S1055-comb_R2_001.fastq.gz	Melanoma_53	nonmalignant	Tcell	1055	10
cy53_1_CD45_pos_2_H12_S1056	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H12-S1056-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy53-1-CD45-pos-2-H12-S1056-comb_R2_001.fastq.gz	Melanoma_53	unknown	unknown	1056	10
cy58_1_CD45_pos_A02_S578	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A02-S578-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A02-S578-comb_R2_001.fastq.gz	Melanoma_58	nonmalignant	Tcell	578	6
cy58_1_CD45_pos_A03_S579	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A03-S579-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A03-S579-comb_R2_001.fastq.gz	Melanoma_58	nonmalignant	Tcell	579	6
cy58_1_CD45_pos_A04_S580	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A04-S580-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A04-S580-comb_R2_001.fastq.gz	Melanoma_58	nonmalignant	Tcell	580	6
cy58_1_CD45_pos_A05_S581	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A05-S581-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A05-S581-comb_R2_001.fastq.gz	Melanoma_58	nonmalignant	Tcell	581	6
cy58_1_CD45_pos_A06_S582	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A06-S582-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy58-1-CD45-pos-A06-S582-comb_R2_001.fastq.gz	Melanoma_58	nonmalignant	Tcell	582	6
