Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),Genotype,treatment,stain,AssemblyName,strain,agent,tissue,time_point
SRR5102015,RNA-Seq,76,173222544,PRJNA357261,SAMN06135476,65987439,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418175,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425895,WT Mouse intestinal epithelial cells,SRP095033,GSM2425895,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102016,RNA-Seq,76,148967524,PRJNA357261,SAMN06135475,56320601,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418176,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425896,WT Mouse intestinal epithelial cells,SRP095033,GSM2425896,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102017,RNA-Seq,76,201691992,PRJNA357261,SAMN06135474,74338607,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418177,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425897,WT Mouse intestinal epithelial cells,SRP095033,GSM2425897,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102018,RNA-Seq,76,49291168,PRJNA357261,SAMN06140005,19244502,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418178,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425898,WT Mouse intestinal epithelial cells,SRP095033,GSM2425898,Wild type,None,C57BL/6,,,,,
SRR5102019,RNA-Seq,76,99132500,PRJNA357261,SAMN06140004,37694015,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418179,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425899,WT Mouse intestinal epithelial cells,SRP095033,GSM2425899,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102020,RNA-Seq,76,55074312,PRJNA357261,SAMN06140003,21403587,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418180,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425900,WT Mouse intestinal epithelial cells,SRP095033,GSM2425900,Wild type,None,C57BL/6,,,,,
SRR5102021,RNA-Seq,76,19809096,PRJNA357261,SAMN06140000,7919985,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418181,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425901,WT Mouse intestinal epithelial cells,SRP095033,GSM2425901,Wild type,None,C57BL/6,,,,,
SRR5102022,RNA-Seq,76,78525404,PRJNA357261,SAMN06139995,31166693,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418182,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425902,WT Mouse intestinal epithelial cells,SRP095033,GSM2425902,Wild type,None,C57BL/6,,,,,
SRR5102023,RNA-Seq,76,72488344,PRJNA357261,SAMN06139998,27696540,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418183,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425903,WT Mouse intestinal epithelial cells,SRP095033,GSM2425903,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102024,RNA-Seq,76,47559660,PRJNA357261,SAMN06139997,17965244,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418184,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425904,WT Mouse intestinal epithelial cells,SRP095033,GSM2425904,Wild type,Salmonella,C57BL/6,,,,,
SRR5102025,RNA-Seq,76,66405760,PRJNA357261,SAMN06139994,25641733,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418185,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425905,WT Mouse intestinal epithelial cells,SRP095033,GSM2425905,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102026,RNA-Seq,76,58048572,PRJNA357261,SAMN06139988,21702035,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418186,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425906,WT Mouse intestinal epithelial cells,SRP095033,GSM2425906,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102027,RNA-Seq,76,84328460,PRJNA357261,SAMN06139992,33019415,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418187,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425907,WT Mouse intestinal epithelial cells,SRP095033,GSM2425907,Wild type,None,C57BL/6,,,,,
SRR5102028,RNA-Seq,76,55482508,PRJNA357261,SAMN06139991,21177236,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418188,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425908,WT Mouse intestinal epithelial cells,SRP095033,GSM2425908,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102029,RNA-Seq,76,133266532,PRJNA357261,SAMN06139989,50981717,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418189,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425909,WT Mouse intestinal epithelial cells,SRP095033,GSM2425909,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102030,RNA-Seq,76,114990356,PRJNA357261,SAMN06139986,43406873,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418190,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425910,WT Mouse intestinal epithelial cells,SRP095033,GSM2425910,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102031,RNA-Seq,76,116691160,PRJNA357261,SAMN06139982,44223202,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418191,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425911,WT Mouse intestinal epithelial cells,SRP095033,GSM2425911,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102032,RNA-Seq,76,119785196,PRJNA357261,SAMN06139985,45651733,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418192,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425912,WT Mouse intestinal epithelial cells,SRP095033,GSM2425912,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102033,RNA-Seq,76,54310360,PRJNA357261,SAMN06139983,20893859,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418193,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425913,WT Mouse intestinal epithelial cells,SRP095033,GSM2425913,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102034,RNA-Seq,76,61969564,PRJNA357261,SAMN06139981,23778475,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418194,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425914,WT Mouse intestinal epithelial cells,SRP095033,GSM2425914,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102035,RNA-Seq,76,87638564,PRJNA357261,SAMN06139979,33558921,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418195,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425915,WT Mouse intestinal epithelial cells,SRP095033,GSM2425915,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102036,RNA-Seq,76,27536624,PRJNA357261,SAMN06139975,11000115,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418196,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425916,WT Mouse intestinal epithelial cells,SRP095033,GSM2425916,Wild type,None,C57BL/6,,,,,
SRR5102037,RNA-Seq,76,154270804,PRJNA357261,SAMN06139977,58138596,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418197,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425917,WT Mouse intestinal epithelial cells,SRP095033,GSM2425917,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102038,RNA-Seq,76,156534464,PRJNA357261,SAMN06139976,59390931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418198,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425918,WT Mouse intestinal epithelial cells,SRP095033,GSM2425918,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102039,RNA-Seq,76,101410448,PRJNA357261,SAMN06139973,38851360,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418199,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425919,WT Mouse intestinal epithelial cells,SRP095033,GSM2425919,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102040,RNA-Seq,76,33896836,PRJNA357261,SAMN06139970,12969280,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418200,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425920,WT Mouse intestinal epithelial cells,SRP095033,GSM2425920,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102041,RNA-Seq,76,50719664,PRJNA357261,SAMN06139971,19293038,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418201,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425921,WT Mouse intestinal epithelial cells,SRP095033,GSM2425921,Wild type,Salmonella,C57BL/6,,,,,
SRR5102042,RNA-Seq,76,44432944,PRJNA357261,SAMN06139969,17281559,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418202,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425922,WT Mouse intestinal epithelial cells,SRP095033,GSM2425922,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102043,RNA-Seq,76,360399524,PRJNA357261,SAMN06139967,135690974,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418203,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425923,WT Mouse intestinal epithelial cells,SRP095033,GSM2425923,Wild type,None,C57BL/6,,,,,
SRR5102044,RNA-Seq,76,442585544,PRJNA357261,SAMN06139964,171095893,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418204,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425924,WT Mouse intestinal epithelial cells,SRP095033,GSM2425924,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102045,RNA-Seq,76,349013888,PRJNA357261,SAMN06139966,141828835,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418205,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425925,WT Mouse intestinal epithelial cells,SRP095033,GSM2425925,Wild type,None,C57BL/6,,,,,
SRR5102046,RNA-Seq,76,136832680,PRJNA357261,SAMN06139963,53505214,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418206,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425926,WT Mouse intestinal epithelial cells,SRP095033,GSM2425926,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102047,RNA-Seq,76,86581024,PRJNA357261,SAMN06139961,36777993,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418207,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425927,WT Mouse intestinal epithelial cells,SRP095033,GSM2425927,Wild type,None,C57BL/6,,,,,
SRR5102048,RNA-Seq,76,194994796,PRJNA357261,SAMN06140051,73773856,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418208,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425928,WT Mouse intestinal epithelial cells,SRP095033,GSM2425928,Wild type,None,C57BL/6,,,,,
SRR5102049,RNA-Seq,76,236891468,PRJNA357261,SAMN06140049,90903675,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418209,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425929,WT Mouse intestinal epithelial cells,SRP095033,GSM2425929,Wild type,None,C57BL/6,,,,,
SRR5102050,RNA-Seq,76,258262668,PRJNA357261,SAMN06140046,99641655,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418210,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425930,WT Mouse intestinal epithelial cells,SRP095033,GSM2425930,Wild type,None,C57BL/6,,,,,
SRR5102051,RNA-Seq,76,77407748,PRJNA357261,SAMN06140040,30375851,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418211,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425931,WT Mouse intestinal epithelial cells,SRP095033,GSM2425931,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102052,RNA-Seq,76,27217272,PRJNA357261,SAMN06140044,10463652,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418212,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425932,WT Mouse intestinal epithelial cells,SRP095033,GSM2425932,Wild type,Salmonella,C57BL/6,,,,,
SRR5102053,RNA-Seq,76,10962696,PRJNA357261,SAMN06140042,4240063,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418213,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425933,WT Mouse intestinal epithelial cells,SRP095033,GSM2425933,Wild type,Salmonella,C57BL/6,,,,,
SRR5102054,RNA-Seq,76,254956592,PRJNA357261,SAMN06140039,98255230,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418214,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425934,WT Mouse intestinal epithelial cells,SRP095033,GSM2425934,Wild type,H. polygyrus (Day 3),C57BL/6,,,,,
SRR5102055,RNA-Seq,76,146902604,PRJNA357261,SAMN06140037,57082378,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418215,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425935,WT Mouse intestinal epithelial cells,SRP095033,GSM2425935,Wild type,None,C57BL/6,,,,,
SRR5102056,RNA-Seq,76,68531100,PRJNA357261,SAMN06140032,26865224,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418216,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425936,WT Mouse intestinal epithelial cells,SRP095033,GSM2425936,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102057,RNA-Seq,76,258417784,PRJNA357261,SAMN06140035,97126088,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418217,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425937,WT Mouse intestinal epithelial cells,SRP095033,GSM2425937,Wild type,None,C57BL/6,,,,,
SRR5102058,RNA-Seq,76,201250280,PRJNA357261,SAMN06140033,78078939,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418218,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425938,WT Mouse intestinal epithelial cells,SRP095033,GSM2425938,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102059,RNA-Seq,76,109583260,PRJNA357261,SAMN06140031,42952931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418219,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425939,WT Mouse intestinal epithelial cells,SRP095033,GSM2425939,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102060,RNA-Seq,76,222005424,PRJNA357261,SAMN06140025,85001592,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418220,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425940,WT Mouse intestinal epithelial cells,SRP095033,GSM2425940,Wild type,None,C57BL/6,,,,,
SRR5102061,RNA-Seq,76,104649948,PRJNA357261,SAMN06140029,40948909,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418221,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425941,WT Mouse intestinal epithelial cells,SRP095033,GSM2425941,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102062,RNA-Seq,76,173595856,PRJNA357261,SAMN06140028,65458984,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418222,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425942,WT Mouse intestinal epithelial cells,SRP095033,GSM2425942,Wild type,None,C57BL/6,,,,,
SRR5102063,RNA-Seq,76,231814440,PRJNA357261,SAMN06140026,87555995,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418223,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425943,WT Mouse intestinal epithelial cells,SRP095033,GSM2425943,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102064,RNA-Seq,76,281481124,PRJNA357261,SAMN06140024,105981601,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418224,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425944,WT Mouse intestinal epithelial cells,SRP095033,GSM2425944,Wild type,None,C57BL/6,,,,,
SRR5102065,RNA-Seq,76,183360716,PRJNA357261,SAMN06140021,67326710,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418225,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425945,WT Mouse intestinal epithelial cells,SRP095033,GSM2425945,Wild type,None,C57BL/6,,,,,
SRR5102066,RNA-Seq,76,83764996,PRJNA357261,SAMN06140022,32216856,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418226,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425946,WT Mouse intestinal epithelial cells,SRP095033,GSM2425946,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102067,RNA-Seq,76,147001176,PRJNA357261,SAMN06140020,55278640,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418227,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425947,WT Mouse intestinal epithelial cells,SRP095033,GSM2425947,Wild type,None,C57BL/6,,,,,
SRR5102068,RNA-Seq,76,285532684,PRJNA357261,SAMN06140018,106615856,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418228,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425948,WT Mouse intestinal epithelial cells,SRP095033,GSM2425948,Wild type,None,C57BL/6,,,,,
SRR5102069,RNA-Seq,76,54164744,PRJNA357261,SAMN06140013,21159049,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418229,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425949,WT Mouse intestinal epithelial cells,SRP095033,GSM2425949,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102070,RNA-Seq,76,215879824,PRJNA357261,SAMN06140016,82057095,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418230,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425950,WT Mouse intestinal epithelial cells,SRP095033,GSM2425950,Wild type,None,C57BL/6,,,,,
SRR5102071,RNA-Seq,76,65158828,PRJNA357261,SAMN06140015,25189170,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418231,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425951,WT Mouse intestinal epithelial cells,SRP095033,GSM2425951,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102072,RNA-Seq,76,229080492,PRJNA357261,SAMN06140012,88109034,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418232,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425952,WT Mouse intestinal epithelial cells,SRP095033,GSM2425952,Wild type,None,C57BL/6,,,,,
SRR5102073,RNA-Seq,76,226262640,PRJNA357261,SAMN06137250,86001235,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418233,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425953,WT Mouse intestinal epithelial cells,SRP095033,GSM2425953,Wild type,None,C57BL/6,,,,,
SRR5102074,RNA-Seq,76,106776504,PRJNA357261,SAMN06140010,41030269,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418234,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425954,WT Mouse intestinal epithelial cells,SRP095033,GSM2425954,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102075,RNA-Seq,76,176832012,PRJNA357261,SAMN06140009,67308694,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418235,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425955,WT Mouse intestinal epithelial cells,SRP095033,GSM2425955,Wild type,None,C57BL/6,,,,,
SRR5102076,RNA-Seq,76,195000724,PRJNA357261,SAMN06140007,72937697,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418236,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425956,WT Mouse intestinal epithelial cells,SRP095033,GSM2425956,Wild type,None,C57BL/6,,,,,
SRR5102077,RNA-Seq,76,70446148,PRJNA357261,SAMN06140002,27334054,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418237,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425957,WT Mouse intestinal epithelial cells,SRP095033,GSM2425957,Wild type,H. polygyrus (Day 10),C57BL/6,,,,,
SRR5102078,RNA-Seq,76,386487360,PRJNA357261,SAMN06136185,142929835,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418238,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2425958,WT Mouse intestinal epithelial cells,SRP095033,GSM2425958,Wild type,None,C57BL/6,,,,,
