Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate,Platform,ReleaseDate,Sample Name,source_name,SRA Study,status,time,well
SRR6815836,RNA-Seq,150,234509700,PRJNA437328,SAMN08650019,93729202,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772800,GSM3033234,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033234,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,D12
SRR6815837,RNA-Seq,150,282514800,PRJNA437328,SAMN08650018,113013085,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772801,GSM3033235,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033235,Monocyte-derived dendritic cells,SRP134127,infected,2h,A2
SRR6815838,RNA-Seq,150,258882750,PRJNA437328,SAMN08650013,103389906,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772802,GSM3033236,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033236,Monocyte-derived dendritic cells,SRP134127,infected,2h,E3
SRR6815839,RNA-Seq,150,312644700,PRJNA437328,SAMN08650012,122991639,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772803,GSM3033237,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033237,Monocyte-derived dendritic cells,SRP134127,infected,4h,A5
SRR6815840,RNA-Seq,150,267617100,PRJNA437328,SAMN08650011,106221214,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772804,GSM3033238,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033238,Monocyte-derived dendritic cells,SRP134127,infected,4h,E6
SRR6815841,RNA-Seq,150,360829050,PRJNA437328,SAMN08650010,140762093,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772805,GSM3033239,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033239,Monocyte-derived dendritic cells,SRP134127,infected,6h,A8
SRR6815842,RNA-Seq,150,263827950,PRJNA437328,SAMN08650017,105271945,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772806,GSM3033240,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033240,Monocyte-derived dendritic cells,SRP134127,infected,6h,E9
SRR6815843,RNA-Seq,150,295677000,PRJNA437328,SAMN08650016,118642295,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772807,GSM3033241,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033241,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,A11
SRR6815844,RNA-Seq,150,267488100,PRJNA437328,SAMN08650015,108152714,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772808,GSM3033242,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033242,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,E12
SRR6815845,RNA-Seq,150,320508600,PRJNA437328,SAMN08650014,122800277,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772809,GSM3033243,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033243,Monocyte-derived dendritic cells,SRP134127,infected,2h,B2
SRR6815846,RNA-Seq,150,262295250,PRJNA437328,SAMN08650009,109064544,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772810,GSM3033244,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033244,Monocyte-derived dendritic cells,SRP134127,infected,2h,F3
SRR6815847,RNA-Seq,150,311308650,PRJNA437328,SAMN08650008,122257614,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772811,GSM3033245,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033245,Monocyte-derived dendritic cells,SRP134127,infected,4h,B5
SRR6815848,RNA-Seq,150,221744850,PRJNA437328,SAMN08650007,89347668,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772812,GSM3033246,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033246,Monocyte-derived dendritic cells,SRP134127,infected,4h,F6
SRR6815849,RNA-Seq,150,321126300,PRJNA437328,SAMN08649882,125317337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772813,GSM3033247,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033247,Monocyte-derived dendritic cells,SRP134127,infected,6h,B8
SRR6815850,RNA-Seq,150,260814450,PRJNA437328,SAMN08649881,103636007,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772814,GSM3033248,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033248,Monocyte-derived dendritic cells,SRP134127,infected,6h,F9
SRR6815851,RNA-Seq,150,229686000,PRJNA437328,SAMN08649880,92606995,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772815,GSM3033249,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033249,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,B11
SRR6815852,RNA-Seq,150,190885350,PRJNA437328,SAMN08649879,81506534,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772816,GSM3033250,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033250,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,F12
SRR6815853,RNA-Seq,150,286622550,PRJNA437328,SAMN08649878,111294753,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772817,GSM3033251,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033251,Monocyte-derived dendritic cells,SRP134127,infected,2h,C2
SRR6815854,RNA-Seq,150,272696400,PRJNA437328,SAMN08649877,108765957,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772818,GSM3033252,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033252,Monocyte-derived dendritic cells,SRP134127,infected,2h,G3
SRR6815855,RNA-Seq,150,262938600,PRJNA437328,SAMN08649876,105501570,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772819,GSM3033253,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033253,Monocyte-derived dendritic cells,SRP134127,infected,4h,C5
SRR6815856,RNA-Seq,150,194407350,PRJNA437328,SAMN08649875,78561771,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772820,GSM3033254,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033254,Monocyte-derived dendritic cells,SRP134127,infected,4h,G6
SRR6815857,RNA-Seq,150,217513200,PRJNA437328,SAMN08649874,87511520,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772821,GSM3033255,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033255,Monocyte-derived dendritic cells,SRP134127,infected,6h,C8
SRR6815858,RNA-Seq,150,235522200,PRJNA437328,SAMN08649873,93966300,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772822,GSM3033256,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033256,Monocyte-derived dendritic cells,SRP134127,infected,6h,G9
SRR6815859,RNA-Seq,150,218084400,PRJNA437328,SAMN08649917,87759528,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772823,GSM3033257,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033257,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,C11
SRR6815860,RNA-Seq,150,250520850,PRJNA437328,SAMN08649916,100603964,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772824,GSM3033258,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033258,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,G12
SRR6815861,RNA-Seq,150,268051950,PRJNA437328,SAMN08649915,104272480,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772825,GSM3033259,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033259,Monocyte-derived dendritic cells,SRP134127,infected,2h,D2
SRR6815862,RNA-Seq,150,317812200,PRJNA437328,SAMN08649914,125166784,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772826,GSM3033260,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033260,Monocyte-derived dendritic cells,SRP134127,infected,2h,H3
SRR6815863,RNA-Seq,150,238211550,PRJNA437328,SAMN08649913,95444183,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772827,GSM3033261,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033261,Monocyte-derived dendritic cells,SRP134127,infected,4h,D5
SRR6815864,RNA-Seq,150,308215800,PRJNA437328,SAMN08649912,125244111,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772828,GSM3033262,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033262,Monocyte-derived dendritic cells,SRP134127,infected,4h,H6
SRR6815865,RNA-Seq,150,291862050,PRJNA437328,SAMN08649911,115181750,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772829,GSM3033263,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033263,Monocyte-derived dendritic cells,SRP134127,infected,6h,D8
SRR6815866,RNA-Seq,150,265081050,PRJNA437328,SAMN08649910,104636270,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772830,GSM3033264,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033264,Monocyte-derived dendritic cells,SRP134127,infected,6h,H9
SRR6815867,RNA-Seq,150,209127600,PRJNA437328,SAMN08649909,84288665,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772831,GSM3033265,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033265,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,D11
SRR6815868,RNA-Seq,150,101444850,PRJNA437328,SAMN08649908,42992011,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772832,GSM3033266,Blank,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033266,Monocyte-derived dendritic cells,SRP134127,Blank,Blank,H12
SRR6815869,RNA-Seq,150,245556150,PRJNA437328,SAMN08649907,97149841,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772833,GSM3033267,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033267,Monocyte-derived dendritic cells,SRP134127,exposed,2h,A1
SRR6815870,RNA-Seq,150,276565200,PRJNA437328,SAMN08649906,109966839,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772834,GSM3033268,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033268,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E2
SRR6815871,RNA-Seq,150,211304100,PRJNA437328,SAMN08649905,84530653,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772835,GSM3033269,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033269,Monocyte-derived dendritic cells,SRP134127,exposed,4h,A4
SRR6815872,RNA-Seq,150,205960350,PRJNA437328,SAMN08649904,84260994,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772836,GSM3033270,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033270,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E5
SRR6815873,RNA-Seq,150,279266250,PRJNA437328,SAMN08649903,110837189,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772837,GSM3033271,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033271,Monocyte-derived dendritic cells,SRP134127,exposed,6h,A7
SRR6815874,RNA-Seq,150,243209550,PRJNA437328,SAMN08649902,97008847,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772838,GSM3033272,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033272,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E8
SRR6815875,RNA-Seq,150,185866650,PRJNA437328,SAMN08649901,75690782,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772839,GSM3033273,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033273,Monocyte-derived dendritic cells,SRP134127,BULK,2h,A10
SRR6815876,RNA-Seq,150,229259400,PRJNA437328,SAMN08649900,91725867,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772840,GSM3033274,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033274,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,E11
SRR6815877,RNA-Seq,150,226702800,PRJNA437328,SAMN08649899,90807246,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772841,GSM3033275,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033275,Monocyte-derived dendritic cells,SRP134127,exposed,2h,B1
SRR6815878,RNA-Seq,150,301934250,PRJNA437328,SAMN08649898,117763312,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772842,GSM3033276,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033276,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F2
SRR6815879,RNA-Seq,150,281527650,PRJNA437328,SAMN08649897,111352351,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772843,GSM3033277,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033277,Monocyte-derived dendritic cells,SRP134127,exposed,4h,B4
SRR6815880,RNA-Seq,150,262352400,PRJNA437328,SAMN08649896,105549734,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772844,GSM3033278,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033278,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F5
SRR6815881,RNA-Seq,150,328051050,PRJNA437328,SAMN08649895,129424683,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772845,GSM3033279,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033279,Monocyte-derived dendritic cells,SRP134127,exposed,6h,B7
SRR6815882,RNA-Seq,150,242791950,PRJNA437328,SAMN08649894,98250642,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772846,GSM3033280,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033280,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F8
SRR6815883,RNA-Seq,150,242504850,PRJNA437328,SAMN08649949,97630501,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772847,GSM3033281,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033281,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,B10
SRR6815884,RNA-Seq,150,254197650,PRJNA437328,SAMN08649948,101856077,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772848,GSM3033282,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033282,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,F11
SRR6815885,RNA-Seq,150,266443800,PRJNA437328,SAMN08649947,106156882,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772849,GSM3033283,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033283,Monocyte-derived dendritic cells,SRP134127,exposed,2h,C1
SRR6815886,RNA-Seq,150,285949050,PRJNA437328,SAMN08649946,112911176,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772850,GSM3033284,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033284,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G2
SRR6815887,RNA-Seq,150,279552900,PRJNA437328,SAMN08649945,110448658,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772851,GSM3033285,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033285,Monocyte-derived dendritic cells,SRP134127,exposed,4h,C4
SRR6815888,RNA-Seq,150,271082550,PRJNA437328,SAMN08649944,108209962,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772852,GSM3033286,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033286,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G5
SRR6815889,RNA-Seq,150,265320150,PRJNA437328,SAMN08649943,105633639,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772853,GSM3033287,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033287,Monocyte-derived dendritic cells,SRP134127,exposed,6h,C7
SRR6815890,RNA-Seq,150,317508000,PRJNA437328,SAMN08649942,125095377,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772854,GSM3033288,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033288,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G8
SRR6815891,RNA-Seq,150,211648500,PRJNA437328,SAMN08649941,85974127,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772855,GSM3033289,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033289,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,C10
SRR6815892,RNA-Seq,150,265046550,PRJNA437328,SAMN08649940,105592909,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772856,GSM3033290,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033290,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,G11
SRR6815893,RNA-Seq,150,277723350,PRJNA437328,SAMN08649939,109665338,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772857,GSM3033291,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033291,Monocyte-derived dendritic cells,SRP134127,exposed,2h,D1
SRR6815894,RNA-Seq,150,343738500,PRJNA437328,SAMN08649938,133665430,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772858,GSM3033292,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033292,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H2
SRR6815895,RNA-Seq,150,319631850,PRJNA437328,SAMN08649937,125921651,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772859,GSM3033293,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033293,Monocyte-derived dendritic cells,SRP134127,exposed,4h,D4
SRR6815896,RNA-Seq,150,259647150,PRJNA437328,SAMN08649936,103792393,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772860,GSM3033294,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033294,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H5
SRR6815897,RNA-Seq,150,233198100,PRJNA437328,SAMN08649935,94077286,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772861,GSM3033295,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033295,Monocyte-derived dendritic cells,SRP134127,exposed,6h,D7
SRR6815898,RNA-Seq,150,293979450,PRJNA437328,SAMN08649934,116514520,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772862,GSM3033296,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033296,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H8
SRR6815899,RNA-Seq,150,246456000,PRJNA437328,SAMN08649933,99562450,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772863,GSM3033297,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033297,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,D10
