patient	sample	celltype	plate	well
MGH42	MGH42-P8-B09	nonTumor	P8	B09
MGH42	MGH42-P8-C04	nonTumor	P8	C04
MGH42	MGH42-P8-C12	nonTumor	P8	C12
MGH42	MGH42-P8-D01	nonTumor	P8	D01
MGH42	MGH42-P8-D02	nonTumor	P8	D02
MGH42	MGH42-P8-E02	nonTumor	P8	E02
MGH42	MGH42-P8-E03	nonTumor	P8	E03
MGH42	MGH42-P8-E08	nonTumor	P8	E08
MGH42	MGH42-P8-E09	nonTumor	P8	E09
MGH42	MGH42-P8-F02	nonTumor	P8	F02
MGH42	MGH42-P8-F05	nonTumor	P8	F05
MGH42	MGH42-P8-F08	nonTumor	P8	F08
MGH42	MGH42-P8-F10	nonTumor	P8	F10
MGH42	MGH42-P8-G01	nonTumor	P8	G01
MGH42	MGH42-P8-G03	nonTumor	P8	G03
MGH42	MGH42-P8-G07	nonTumor	P8	G07
MGH42	MGH42-P8-G08	nonTumor	P8	G08
MGH42	MGH42-P8-G10	nonTumor	P8	G10
MGH42	MGH42-P8-G12	nonTumor	P8	G12
MGH42	MGH42-P8-H03	nonTumor	P8	H03
MGH42	MGH42-P8-H08	nonTumor	P8	H08
MGH42	MGH42-P3-A05	nonTumor	P3	A05
MGH42	MGH42-P3-A08	nonTumor	P3	A08
MGH42	MGH42-P3-A09	nonTumor	P3	A09
MGH42	MGH42-P3-B07	nonTumor	P3	B07
MGH42	MGH42-P3-C02	nonTumor	P3	C02
MGH42	MGH42-P3-C03	nonTumor	P3	C03
MGH42	MGH42-P3-C05	nonTumor	P3	C05
MGH42	MGH42-P3-C11	nonTumor	P3	C11
MGH42	MGH42-P3-C12	nonTumor	P3	C12
MGH42	MGH42-P3-D03	nonTumor	P3	D03
MGH42	MGH42-P3-D07	nonTumor	P3	D07
MGH42	MGH42-P3-D11	nonTumor	P3	D11
MGH42	MGH42-P3-E10	nonTumor	P3	E10
MGH42	MGH42-P3-F07	nonTumor	P3	F07
MGH42	MGH42-P3-F10	nonTumor	P3	F10
MGH42	MGH42-P3-G01	nonTumor	P3	G01
MGH42	MGH42-P3-G04	nonTumor	P3	G04
MGH42	MGH42-P3-G10	nonTumor	P3	G10
MGH42	MGH42-P3-H07	nonTumor	P3	H07
MGH42	MGH42-P4-A01	nonTumor	P4	A01
MGH42	MGH42-P4-A09	nonTumor	P4	A09
MGH42	MGH42-P4-A10	nonTumor	P4	A10
MGH42	MGH42-P4-A12	nonTumor	P4	A12
MGH42	MGH42-P4-B02	nonTumor	P4	B02
MGH42	MGH42-P4-B03	nonTumor	P4	B03
MGH42	MGH42-P4-B04	nonTumor	P4	B04
MGH42	MGH42-P4-B05	nonTumor	P4	B05
MGH42	MGH42-P4-B06	nonTumor	P4	B06
MGH42	MGH42-P4-B07	nonTumor	P4	B07
MGH42	MGH42-P4-B08	nonTumor	P4	B08
MGH42	MGH42-P4-C04	nonTumor	P4	C04
MGH42	MGH42-P4-C06	nonTumor	P4	C06
MGH42	MGH42-P4-C11	nonTumor	P4	C11
MGH42	MGH42-P4-C12	nonTumor	P4	C12
MGH42	MGH42-P4-D04	nonTumor	P4	D04
MGH42	MGH42-P4-D07	nonTumor	P4	D07
MGH42	MGH42-P4-D08	nonTumor	P4	D08
MGH42	MGH42-P4-D09	nonTumor	P4	D09
MGH42	MGH42-P4-D12	nonTumor	P4	D12
MGH42	MGH42-P4-E03	nonTumor	P4	E03
MGH42	MGH42-P4-E04	nonTumor	P4	E04
MGH42	MGH42-P4-E05	nonTumor	P4	E05
MGH42	MGH42-P4-E06	nonTumor	P4	E06
MGH42	MGH42-P4-F03	nonTumor	P4	F03
MGH42	MGH42-P4-F05	nonTumor	P4	F05
MGH42	MGH42-P4-F10	nonTumor	P4	F10
MGH42	MGH42-P4-F11	nonTumor	P4	F11
MGH42	MGH42-P4-G04	nonTumor	P4	G04
MGH42	MGH42-P4-G05	nonTumor	P4	G05
MGH42	MGH42-P4-G07	nonTumor	P4	G07
MGH42	MGH42-P4-G09	nonTumor	P4	G09
MGH42	MGH42-P4-G11	nonTumor	P4	G11
MGH42	MGH42-P4-H04	nonTumor	P4	H04
MGH42	MGH42-P4-H05	nonTumor	P4	H05
MGH42	MGH42-P4-H08	nonTumor	P4	H08
MGH42	MGH42-P4-H10	nonTumor	P4	H10
MGH42	MGH42-P4-H11	nonTumor	P4	H11
MGH42	MGH42-P4-H12	nonTumor	P4	H12
MGH42	MGH42-P5-A05	nonTumor	P5	A05
MGH42	MGH42-P5-A07	nonTumor	P5	A07
MGH42	MGH42-P5-A08	nonTumor	P5	A08
MGH42	MGH42-P5-B01	nonTumor	P5	B01
MGH42	MGH42-P5-B02	nonTumor	P5	B02
MGH42	MGH42-P5-B05	nonTumor	P5	B05
MGH42	MGH42-P5-B06	nonTumor	P5	B06
MGH42	MGH42-P5-B08	nonTumor	P5	B08
MGH42	MGH42-P5-C02	nonTumor	P5	C02
MGH42	MGH42-P5-C05	nonTumor	P5	C05
MGH42	MGH42-P5-C08	nonTumor	P5	C08
MGH42	MGH42-P5-C09	nonTumor	P5	C09
MGH42	MGH42-P5-D01	nonTumor	P5	D01
MGH42	MGH42-P5-D02	nonTumor	P5	D02
MGH42	MGH42-P5-D04	nonTumor	P5	D04
MGH42	MGH42-P5-D06	nonTumor	P5	D06
MGH42	MGH42-P5-D07	nonTumor	P5	D07
MGH42	MGH42-P5-D10	nonTumor	P5	D10
MGH42	MGH42-P5-D12	nonTumor	P5	D12
MGH42	MGH42-P5-E01	nonTumor	P5	E01
MGH42	MGH42-P5-E05	nonTumor	P5	E05
MGH42	MGH42-P5-E11	nonTumor	P5	E11
MGH42	MGH42-P5-F05	nonTumor	P5	F05
MGH42	MGH42-P5-F06	nonTumor	P5	F06
MGH42	MGH42-P5-F08	nonTumor	P5	F08
MGH42	MGH42-P5-F10	nonTumor	P5	F10
MGH42	MGH42-P5-F11	nonTumor	P5	F11
MGH42	MGH42-P5-F12	nonTumor	P5	F12
MGH42	MGH42-P5-G03	nonTumor	P5	G03
MGH42	MGH42-P5-G06	nonTumor	P5	G06
MGH42	MGH42-P5-G07	nonTumor	P5	G07
MGH42	MGH42-P5-G08	nonTumor	P5	G08
MGH42	MGH42-P5-H02	nonTumor	P5	H02
MGH42	MGH42-P5-H06	nonTumor	P5	H06
MGH42	MGH42-P5-H10	nonTumor	P5	H10
MGH42	MGH42-P6-A02	nonTumor	P6	A02
MGH42	MGH42-P6-A05	nonTumor	P6	A05
MGH42	MGH42-P6-A07	nonTumor	P6	A07
MGH42	MGH42-P6-A10	nonTumor	P6	A10
MGH42	MGH42-P6-B02	nonTumor	P6	B02
MGH42	MGH42-P6-B12	nonTumor	P6	B12
MGH42	MGH42-P6-C02	nonTumor	P6	C02
MGH42	MGH42-P6-C03	nonTumor	P6	C03
MGH42	MGH42-P6-C04	nonTumor	P6	C04
MGH42	MGH42-P6-C07	nonTumor	P6	C07
MGH42	MGH42-P6-C10	nonTumor	P6	C10
MGH42	MGH42-P6-C12	nonTumor	P6	C12
MGH42	MGH42-P6-D05	nonTumor	P6	D05
MGH42	MGH42-P6-D06	nonTumor	P6	D06
MGH42	MGH42-P6-D09	nonTumor	P6	D09
MGH42	MGH42-P6-D10	nonTumor	P6	D10
MGH42	MGH42-P6-D12	nonTumor	P6	D12
MGH42	MGH42-P6-E01	nonTumor	P6	E01
MGH42	MGH42-P6-E04	nonTumor	P6	E04
MGH42	MGH42-P6-E06	nonTumor	P6	E06
MGH42	MGH42-P6-E07	nonTumor	P6	E07
MGH42	MGH42-P6-E08	nonTumor	P6	E08
MGH42	MGH42-P6-E10	nonTumor	P6	E10
MGH42	MGH42-P6-E11	nonTumor	P6	E11
MGH42	MGH42-P6-F02	nonTumor	P6	F02
MGH42	MGH42-P6-F03	nonTumor	P6	F03
MGH42	MGH42-P6-F04	nonTumor	P6	F04
MGH42	MGH42-P6-F05	nonTumor	P6	F05
MGH42	MGH42-P6-F09	nonTumor	P6	F09
MGH42	MGH42-P6-F11	nonTumor	P6	F11
MGH42	MGH42-P6-G01	nonTumor	P6	G01
MGH42	MGH42-P6-G02	nonTumor	P6	G02
MGH42	MGH42-P6-G03	nonTumor	P6	G03
MGH42	MGH42-P6-G04	nonTumor	P6	G04
MGH42	MGH42-P6-G05	nonTumor	P6	G05
MGH42	MGH42-P6-G08	nonTumor	P6	G08
MGH42	MGH42-P6-G11	nonTumor	P6	G11
MGH42	MGH42-P6-G12	nonTumor	P6	G12
MGH42	MGH42-P6-H01	nonTumor	P6	H01
MGH42	MGH42-P6-H04	nonTumor	P6	H04
MGH42	MGH42-P6-H05	nonTumor	P6	H05
MGH42	MGH42-P6-H06	nonTumor	P6	H06
MGH42	MGH42-P6-H08	nonTumor	P6	H08
MGH43	MGH43-P10-A03	Tumor	P10	A03
MGH43	MGH43-P10-A04	Tumor	P10	A04
MGH43	MGH43-P10-A05	Tumor	P10	A05
MGH43	MGH43-P10-A06	Tumor	P10	A06
MGH43	MGH43-P10-A11	Tumor	P10	A11
MGH43	MGH43-P10-B05	Tumor	P10	B05
MGH43	MGH43-P10-B06	Tumor	P10	B06
MGH43	MGH43-P10-B10	Tumor	P10	B10
MGH43	MGH43-P10-B11	Tumor	P10	B11
MGH43	MGH43-P10-C03	Tumor	P10	C03
MGH43	MGH43-P10-C08	Tumor	P10	C08
MGH43	MGH43-P10-C11	Tumor	P10	C11
MGH43	MGH43-P10-C12	Tumor	P10	C12
MGH43	MGH43-P10-D01	Tumor	P10	D01
MGH43	MGH43-P10-D03	Tumor	P10	D03
MGH43	MGH43-P10-D04	Tumor	P10	D04
MGH43	MGH43-P10-D05	Tumor	P10	D05
MGH43	MGH43-P10-D08	Tumor	P10	D08
MGH43	MGH43-P10-D09	Tumor	P10	D09
MGH43	MGH43-P10-D10	Tumor	P10	D10
MGH43	MGH43-P10-D11	Tumor	P10	D11
MGH43	MGH43-P10-D12	Tumor	P10	D12
MGH43	MGH43-P10-E02	Tumor	P10	E02
MGH43	MGH43-P10-E05	Tumor	P10	E05
MGH43	MGH43-P10-E06	Tumor	P10	E06
MGH43	MGH43-P10-E08	Tumor	P10	E08
MGH43	MGH43-P10-E09	Tumor	P10	E09
MGH43	MGH43-P10-E11	Tumor	P10	E11
MGH43	MGH43-P10-E12	Tumor	P10	E12
MGH43	MGH43-P10-F03	Tumor	P10	F03
MGH43	MGH43-P10-F05	Tumor	P10	F05
MGH43	MGH43-P10-F06	Tumor	P10	F06
MGH43	MGH43-P10-F08	Tumor	P10	F08
MGH43	MGH43-P10-F10	Tumor	P10	F10
MGH43	MGH43-P10-F11	Tumor	P10	F11
MGH43	MGH43-P10-F12	Tumor	P10	F12
MGH43	MGH43-P10-G03	Tumor	P10	G03
MGH43	MGH43-P10-G04	Tumor	P10	G04
MGH43	MGH43-P10-G06	Tumor	P10	G06
MGH43	MGH43-P10-G10	Tumor	P10	G10
MGH43	MGH43-P10-G12	Tumor	P10	G12
MGH43	MGH43-P10-H01	Tumor	P10	H01
MGH43	MGH43-P10-H02	Tumor	P10	H02
MGH43	MGH43-P10-H03	Tumor	P10	H03
MGH43	MGH43-P10-H08	Tumor	P10	H08
MGH43	MGH43-P10-H09	Tumor	P10	H09
MGH43	MGH43-P10-H10	Tumor	P10	H10
MGH43	MGH43-P11-A03	Tumor	P11	A03
MGH43	MGH43-P11-A04	Tumor	P11	A04
MGH43	MGH43-P11-A05	Tumor	P11	A05
MGH43	MGH43-P11-A06	Tumor	P11	A06
MGH43	MGH43-P11-A07	Tumor	P11	A07
MGH43	MGH43-P11-A08	Tumor	P11	A08
MGH43	MGH43-P11-A09	Tumor	P11	A09
MGH43	MGH43-P11-A11	Tumor	P11	A11
MGH43	MGH43-P11-A12	Tumor	P11	A12
MGH43	MGH43-P11-B01	Tumor	P11	B01
MGH43	MGH43-P11-B02	Tumor	P11	B02
MGH43	MGH43-P11-B03	Tumor	P11	B03
MGH43	MGH43-P11-B05	Tumor	P11	B05
MGH43	MGH43-P11-B06	Tumor	P11	B06
MGH43	MGH43-P11-B07	Tumor	P11	B07
MGH43	MGH43-P11-B09	Tumor	P11	B09
MGH43	MGH43-P11-B11	Tumor	P11	B11
MGH43	MGH43-P11-C02	Tumor	P11	C02
MGH43	MGH43-P11-C03	Tumor	P11	C03
MGH43	MGH43-P11-C04	Tumor	P11	C04
MGH43	MGH43-P11-C08	Tumor	P11	C08
MGH43	MGH43-P11-C10	Tumor	P11	C10
MGH43	MGH43-P11-C12	Tumor	P11	C12
MGH43	MGH43-P11-D02	Tumor	P11	D02
MGH43	MGH43-P11-D04	Tumor	P11	D04
MGH43	MGH43-P11-D05	Tumor	P11	D05
MGH43	MGH43-P11-D06	Tumor	P11	D06
MGH43	MGH43-P11-D08	Tumor	P11	D08
MGH43	MGH43-P11-D09	Tumor	P11	D09
MGH43	MGH43-P11-D11	Tumor	P11	D11
MGH43	MGH43-P11-D12	Tumor	P11	D12
MGH43	MGH43-P11-E03	Tumor	P11	E03
MGH43	MGH43-P11-E05	Tumor	P11	E05
MGH43	MGH43-P11-E06	Tumor	P11	E06
MGH43	MGH43-P11-E08	Tumor	P11	E08
MGH43	MGH43-P11-E09	Tumor	P11	E09
MGH43	MGH43-P11-E10	Tumor	P11	E10
MGH43	MGH43-P11-E11	Tumor	P11	E11
MGH43	MGH43-P11-E12	Tumor	P11	E12
MGH43	MGH43-P11-F01	Tumor	P11	F01
MGH43	MGH43-P11-F06	Tumor	P11	F06
MGH43	MGH43-P11-F07	Tumor	P11	F07
MGH43	MGH43-P11-F08	Tumor	P11	F08
MGH43	MGH43-P11-F09	Tumor	P11	F09
MGH43	MGH43-P11-F10	Tumor	P11	F10
MGH43	MGH43-P11-F12	Tumor	P11	F12
MGH43	MGH43-P11-G01	Tumor	P11	G01
MGH43	MGH43-P11-G02	Tumor	P11	G02
MGH43	MGH43-P11-G04	Tumor	P11	G04
MGH43	MGH43-P11-G05	Tumor	P11	G05
MGH43	MGH43-P11-H04	Tumor	P11	H04
MGH43	MGH43-P11-H05	Tumor	P11	H05
MGH43	MGH43-P11-H07	Tumor	P11	H07
MGH43	MGH43-P11-H08	Tumor	P11	H08
MGH43	MGH43-P11-H09	Tumor	P11	H09
MGH43	MGH43-P11-H11	Tumor	P11	H11
MGH43	MGH43-P11-H12	Tumor	P11	H12
MGH43	MGH43-P9-A01	Tumor	P9	A01
MGH43	MGH43-P9-A02	Tumor	P9	A02
MGH43	MGH43-P9-A04	Tumor	P9	A04
MGH43	MGH43-P9-A05	Tumor	P9	A05
MGH43	MGH43-P9-A06	Tumor	P9	A06
MGH43	MGH43-P9-A10	Tumor	P9	A10
MGH43	MGH43-P9-B01	Tumor	P9	B01
MGH43	MGH43-P9-B03	Tumor	P9	B03
MGH43	MGH43-P9-B04	Tumor	P9	B04
MGH43	MGH43-P9-B05	Tumor	P9	B05
MGH43	MGH43-P9-B06	Tumor	P9	B06
MGH43	MGH43-P9-B10	Tumor	P9	B10
MGH43	MGH43-P9-C02	Tumor	P9	C02
MGH43	MGH43-P9-C03	Tumor	P9	C03
MGH43	MGH43-P9-C04	Tumor	P9	C04
MGH43	MGH43-P9-C07	Tumor	P9	C07
MGH43	MGH43-P9-C08	Tumor	P9	C08
MGH43	MGH43-P9-C09	Tumor	P9	C09
MGH43	MGH43-P9-C10	Tumor	P9	C10
MGH43	MGH43-P9-C11	Tumor	P9	C11
MGH43	MGH43-P9-D01	Tumor	P9	D01
MGH43	MGH43-P9-D02	Tumor	P9	D02
MGH43	MGH43-P9-D03	Tumor	P9	D03
MGH43	MGH43-P9-D12	Tumor	P9	D12
MGH43	MGH43-P9-E03	Tumor	P9	E03
MGH43	MGH43-P9-E06	Tumor	P9	E06
MGH43	MGH43-P9-E08	Tumor	P9	E08
MGH43	MGH43-P9-E10	Tumor	P9	E10
MGH43	MGH43-P9-E11	Tumor	P9	E11
MGH43	MGH43-P9-E12	Tumor	P9	E12
MGH43	MGH43-P9-F02	Tumor	P9	F02
MGH43	MGH43-P9-F04	Tumor	P9	F04
MGH43	MGH43-P9-F06	Tumor	P9	F06
MGH43	MGH43-P9-F08	Tumor	P9	F08
MGH43	MGH43-P9-F10	Tumor	P9	F10
MGH43	MGH43-P9-F12	Tumor	P9	F12
MGH43	MGH43-P9-G01	Tumor	P9	G01
MGH43	MGH43-P9-G03	Tumor	P9	G03
MGH43	MGH43-P9-G05	Tumor	P9	G05
MGH43	MGH43-P9-G06	Tumor	P9	G06
MGH43	MGH43-P9-G07	Tumor	P9	G07
MGH43	MGH43-P9-G08	Tumor	P9	G08
MGH43	MGH43-P9-G09	Tumor	P9	G09
MGH43	MGH43-P9-G12	Tumor	P9	G12
MGH43	MGH43-P9-H03	Tumor	P9	H03
MGH43	MGH43-P9-H04	Tumor	P9	H04
MGH43	MGH43-P9-H06	Tumor	P9	H06
MGH43	MGH43-P9-H08	Tumor	P9	H08
MGH43	MGH43-P9-H09	Tumor	P9	H09
MGH43	MGH43-P9-H10	Tumor	P9	H10
MGH43	MGH43-P9-H11	Tumor	P9	H11
MGH43	MGH43-P3-A04	Tumor	P3	A04
MGH43	MGH43-P3-A06	Tumor	P3	A06
MGH43	MGH43-P3-A07	Tumor	P3	A07
MGH43	MGH43-P3-A10	Tumor	P3	A10
MGH43	MGH43-P3-B01	Tumor	P3	B01
MGH43	MGH43-P3-B03	Tumor	P3	B03
MGH43	MGH43-P3-B08	Tumor	P3	B08
MGH43	MGH43-P3-B10	Tumor	P3	B10
MGH43	MGH43-P3-B11	Tumor	P3	B11
MGH43	MGH43-P3-C04	Tumor	P3	C04
MGH43	MGH43-P3-C05	Tumor	P3	C05
MGH43	MGH43-P3-C08	Tumor	P3	C08
MGH43	MGH43-P3-D01	Tumor	P3	D01
MGH43	MGH43-P3-D02	Tumor	P3	D02
MGH43	MGH43-P3-D03	Tumor	P3	D03
MGH43	MGH43-P3-D04	Tumor	P3	D04
MGH43	MGH43-P3-D07	Tumor	P3	D07
MGH43	MGH43-P3-D08	Tumor	P3	D08
MGH43	MGH43-P3-D10	Tumor	P3	D10
MGH43	MGH43-P3-E04	Tumor	P3	E04
MGH43	MGH43-P3-E06	Tumor	P3	E06
MGH43	MGH43-P3-F05	Tumor	P3	F05
MGH43	MGH43-P3-F06	Tumor	P3	F06
MGH43	MGH43-P3-F11	Tumor	P3	F11
MGH43	MGH43-P3-G07	Tumor	P3	G07
MGH43	MGH43-P3-H02	Tumor	P3	H02
MGH43	MGH43-P3-H05	Tumor	P3	H05
MGH43	MGH43-P3-H12	Tumor	P3	H12
MGH43	MGH43-P4-A03	Tumor	P4	A03
MGH43	MGH43-P4-A04	Tumor	P4	A04
MGH43	MGH43-P4-A10	Tumor	P4	A10
MGH43	MGH43-P4-B07	Tumor	P4	B07
MGH43	MGH43-P4-B10	Tumor	P4	B10
MGH43	MGH43-P4-C02	Tumor	P4	C02
MGH43	MGH43-P4-C06	Tumor	P4	C06
MGH43	MGH43-P4-C11	Tumor	P4	C11
MGH43	MGH43-P4-C12	Tumor	P4	C12
MGH43	MGH43-P4-D05	Tumor	P4	D05
MGH43	MGH43-P4-D09	Tumor	P4	D09
MGH43	MGH43-P4-E01	Tumor	P4	E01
MGH43	MGH43-P4-E04	Tumor	P4	E04
MGH43	MGH43-P4-E12	Tumor	P4	E12
MGH43	MGH43-P4-F09	Tumor	P4	F09
MGH43	MGH43-P4-G01	Tumor	P4	G01
MGH43	MGH43-P4-G04	Tumor	P4	G04
MGH43	MGH43-P4-G08	Tumor	P4	G08
MGH43	MGH43-P5-A01	Tumor	P5	A01
MGH43	MGH43-P5-A04	Tumor	P5	A04
MGH43	MGH43-P5-A05	Tumor	P5	A05
MGH43	MGH43-P5-B07	Tumor	P5	B07
MGH43	MGH43-P5-B08	Tumor	P5	B08
MGH43	MGH43-P5-C07	Tumor	P5	C07
MGH43	MGH43-P5-D02	Tumor	P5	D02
MGH43	MGH43-P5-D04	Tumor	P5	D04
MGH43	MGH43-P5-E02	Tumor	P5	E02
MGH43	MGH43-P5-E07	Tumor	P5	E07
MGH43	MGH43-P5-E10	Tumor	P5	E10
MGH43	MGH43-P5-F06	Tumor	P5	F06
MGH43	MGH43-P5-G01	Tumor	P5	G01
MGH43	MGH43-P5-G02	Tumor	P5	G02
MGH43	MGH43-P5-G10	Tumor	P5	G10
MGH43	MGH43-P5-G12	Tumor	P5	G12
MGH43	MGH43-P5-H03	Tumor	P5	H03
MGH43	MGH43-P5-H12	Tumor	P5	H12
MGH43	MGH43-P6-A05	Tumor	P6	A05
MGH43	MGH43-P6-A07	Tumor	P6	A07
MGH43	MGH43-P6-A10	Tumor	P6	A10
MGH43	MGH43-P6-B03	Tumor	P6	B03
MGH43	MGH43-P6-C02	Tumor	P6	C02
MGH43	MGH43-P6-D03	Tumor	P6	D03
MGH43	MGH43-P6-D05	Tumor	P6	D05
MGH43	MGH43-P6-F03	Tumor	P6	F03
MGH43	MGH43-P6-F11	Tumor	P6	F11
MGH43	MGH43-P6-H01	Tumor	P6	H01
MGH43	MGH43-P7-A05	Tumor	P7	A05
MGH43	MGH43-P7-A06	Tumor	P7	A06
MGH43	MGH43-P7-A07	Tumor	P7	A07
MGH43	MGH43-P7-B08	Tumor	P7	B08
MGH43	MGH43-P7-B09	Tumor	P7	B09
MGH43	MGH43-P7-C06	Tumor	P7	C06
MGH43	MGH43-P7-D09	Tumor	P7	D09
MGH43	MGH43-P7-E05	Tumor	P7	E05
MGH43	MGH43-P7-G07	Tumor	P7	G07
MGH43	MGH43-P7-H01	Tumor	P7	H01
MGH43	MGH43-P7-H02	Tumor	P7	H02
MGH43	MGH43-P7-H07	Tumor	P7	H07
MGH43	MGH43-P7-H10	Tumor	P7	H10
MGH43	MGH43-P8-C12	Tumor	P8	C12
MGH43	MGH43-P8-E05	Tumor	P8	E05
MGH43	MGH43-P8-E09	Tumor	P8	E09
MGH43	MGH43-P8-F03	Tumor	P8	F03
MGH43	MGH43-P8-F12	Tumor	P8	F12
MGH43	MGH43-P8-G04	Tumor	P8	G04
MGH43	MGH43-P8-H06	Tumor	P8	H06
MGH43	MGH43-P10-A01	nonTumor	P10	A01
MGH43	MGH43-P10-B02	nonTumor	P10	B02
MGH43	MGH43-P10-B03	nonTumor	P10	B03
MGH43	MGH43-P10-D02	nonTumor	P10	D02
MGH43	MGH43-P10-F02	nonTumor	P10	F02
MGH43	MGH43-P10-F09	nonTumor	P10	F09
MGH43	MGH43-P10-G05	nonTumor	P10	G05
MGH43	MGH43-P10-G09	nonTumor	P10	G09
MGH43	MGH43-P10-H06	nonTumor	P10	H06
MGH43	MGH43-P11-C01	nonTumor	P11	C01
MGH43	MGH43-P11-D07	nonTumor	P11	D07
MGH43	MGH43-P11-E04	nonTumor	P11	E04
MGH43	MGH43-P11-G10	nonTumor	P11	G10
MGH43	MGH43-P11-G11	nonTumor	P11	G11
MGH43	MGH43-P11-H03	nonTumor	P11	H03
MGH43	MGH43-P9-A08	nonTumor	P9	A08
MGH43	MGH43-P9-A11	nonTumor	P9	A11
MGH43	MGH43-P9-C01	nonTumor	P9	C01
MGH43	MGH43-P9-D04	nonTumor	P9	D04
MGH43	MGH43-P9-D11	nonTumor	P9	D11
MGH43	MGH43-P9-E09	nonTumor	P9	E09
MGH43	MGH43-P9-G10	nonTumor	P9	G10
MGH43	MGH43-P9-G11	nonTumor	P9	G11
MGH43	MGH43-P9-H05	nonTumor	P9	H05
MGH43	MGH43-P9-H07	nonTumor	P9	H07
MGH43	MGH43-P3-A02	nonTumor	P3	A02
MGH43	MGH43-P3-A03	nonTumor	P3	A03
MGH43	MGH43-P3-A05	nonTumor	P3	A05
MGH43	MGH43-P3-A08	nonTumor	P3	A08
MGH43	MGH43-P3-A11	nonTumor	P3	A11
MGH43	MGH43-P3-A12	nonTumor	P3	A12
MGH43	MGH43-P3-B07	nonTumor	P3	B07
MGH43	MGH43-P3-B09	nonTumor	P3	B09
MGH43	MGH43-P3-C02	nonTumor	P3	C02
MGH43	MGH43-P3-C03	nonTumor	P3	C03
MGH43	MGH43-P3-C06	nonTumor	P3	C06
MGH43	MGH43-P3-C07	nonTumor	P3	C07
MGH43	MGH43-P3-C09	nonTumor	P3	C09
MGH43	MGH43-P3-C10	nonTumor	P3	C10
MGH43	MGH43-P3-D05	nonTumor	P3	D05
MGH43	MGH43-P3-D06	nonTumor	P3	D06
MGH43	MGH43-P3-D11	nonTumor	P3	D11
MGH43	MGH43-P3-D12	nonTumor	P3	D12
MGH43	MGH43-P3-E02	nonTumor	P3	E02
MGH43	MGH43-P3-E03	nonTumor	P3	E03
MGH43	MGH43-P3-E05	nonTumor	P3	E05
MGH43	MGH43-P3-E08	nonTumor	P3	E08
MGH43	MGH43-P3-E09	nonTumor	P3	E09
MGH43	MGH43-P3-E11	nonTumor	P3	E11
MGH43	MGH43-P3-F03	nonTumor	P3	F03
MGH43	MGH43-P3-F04	nonTumor	P3	F04
MGH43	MGH43-P3-F07	nonTumor	P3	F07
MGH43	MGH43-P3-F08	nonTumor	P3	F08
MGH43	MGH43-P3-F10	nonTumor	P3	F10
MGH43	MGH43-P3-G01	nonTumor	P3	G01
MGH43	MGH43-P3-G05	nonTumor	P3	G05
MGH43	MGH43-P3-G08	nonTumor	P3	G08
MGH43	MGH43-P3-G11	nonTumor	P3	G11
MGH43	MGH43-P3-H01	nonTumor	P3	H01
MGH43	MGH43-P3-H03	nonTumor	P3	H03
MGH43	MGH43-P3-H04	nonTumor	P3	H04
MGH43	MGH43-P3-H07	nonTumor	P3	H07
MGH43	MGH43-P3-H08	nonTumor	P3	H08
MGH43	MGH43-P3-H11	nonTumor	P3	H11
MGH43	MGH43-P4-A01	nonTumor	P4	A01
MGH43	MGH43-P4-A05	nonTumor	P4	A05
MGH43	MGH43-P4-A07	nonTumor	P4	A07
MGH43	MGH43-P4-B01	nonTumor	P4	B01
MGH43	MGH43-P4-B03	nonTumor	P4	B03
MGH43	MGH43-P4-B06	nonTumor	P4	B06
MGH43	MGH43-P4-B12	nonTumor	P4	B12
MGH43	MGH43-P4-C01	nonTumor	P4	C01
MGH43	MGH43-P4-C08	nonTumor	P4	C08
MGH43	MGH43-P4-C10	nonTumor	P4	C10
MGH43	MGH43-P4-D10	nonTumor	P4	D10
MGH43	MGH43-P4-E03	nonTumor	P4	E03
MGH43	MGH43-P4-E06	nonTumor	P4	E06
MGH43	MGH43-P4-E07	nonTumor	P4	E07
MGH43	MGH43-P4-E09	nonTumor	P4	E09
MGH43	MGH43-P4-F01	nonTumor	P4	F01
MGH43	MGH43-P4-F03	nonTumor	P4	F03
MGH43	MGH43-P4-F11	nonTumor	P4	F11
MGH43	MGH43-P4-G03	nonTumor	P4	G03
MGH43	MGH43-P4-G05	nonTumor	P4	G05
MGH43	MGH43-P4-G09	nonTumor	P4	G09
MGH43	MGH43-P4-G11	nonTumor	P4	G11
MGH43	MGH43-P4-G12	nonTumor	P4	G12
MGH43	MGH43-P4-H04	nonTumor	P4	H04
MGH43	MGH43-P4-H07	nonTumor	P4	H07
MGH43	MGH43-P5-A03	nonTumor	P5	A03
MGH43	MGH43-P5-A08	nonTumor	P5	A08
MGH43	MGH43-P5-B05	nonTumor	P5	B05
MGH43	MGH43-P5-B09	nonTumor	P5	B09
MGH43	MGH43-P5-C02	nonTumor	P5	C02
MGH43	MGH43-P5-C11	nonTumor	P5	C11
MGH43	MGH43-P5-D09	nonTumor	P5	D09
MGH43	MGH43-P5-D12	nonTumor	P5	D12
MGH43	MGH43-P5-E11	nonTumor	P5	E11
MGH43	MGH43-P5-E12	nonTumor	P5	E12
MGH43	MGH43-P5-F01	nonTumor	P5	F01
MGH43	MGH43-P5-F05	nonTumor	P5	F05
MGH43	MGH43-P5-F07	nonTumor	P5	F07
