patient	plate	sample	Tumor	celltype1	fq1_url	fq2_url
Melanoma_71	Cy71_CD45	Cy71_CD45_H06_S570_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H06_S570_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H06_S570_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_E06_S438_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-E06_S438_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-E06_S438_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_H02_S1046_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-H02_S1046_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-H02_S1046_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_B09_S885_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B09_S885_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B09_S885_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_A07_S679_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A07_S679_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A07_S679_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_G02_S458_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-G02_S458_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-G02_S458_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_H12_S384_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H12_S384_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H12_S384_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_H05_S569_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H05_S569_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H05_S569_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_G12_S756_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G12_S756_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G12_S756_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_B02_S686_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B02_S686_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B02_S686_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_B09_S981_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-B09_S981_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-B09_S981_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_E08_S152_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-E08_S152_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-E08_S152_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_H07_S571_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H07_S571_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H07_S571_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_E04_S436_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-E04_S436_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-E04_S436_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_G09_S945_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-G09_S945_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-G09_S945_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_A02_S194_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A02_S194_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A02_S194_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_H12_S288_comb	Unknown	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H12_S288_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H12_S288_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_A06_S198_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A06_S198_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A06_S198_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_D09_S909_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-D09_S909_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-D09_S909_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_F01_S445_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F01_S445_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F01_S445_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_E06_S726_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E06_S726_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E06_S726_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_E11_S731_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E11_S731_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E11_S731_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_D11_S527_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D11_S527_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D11_S527_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_D01_S421_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-D01_S421_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-D01_S421_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_B08_S404_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-B08_S404_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-B08_S404_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_B07_S691_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B07_S691_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B07_S691_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_A03_S195_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A03_S195_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-A03_S195_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_G02_S266_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-G02_S266_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-G02_S266_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_D11_S239_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-D11_S239_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-D11_S239_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_B09_S117_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B09_S117_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B09_S117_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_F10_S1030_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-F10_S1030_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-F10_S1030_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_C06_S222_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-C06_S222_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-C06_S222_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_B06_S690_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B06_S690_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-B06_S690_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_G09_S561_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-G09_S561_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-G09_S561_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_F11_S551_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F11_S551_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F11_S551_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_G09_S753_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G09_S753_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G09_S753_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_B10_S310_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B10_S310_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B10_S310_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_B03_S399_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-B03_S399_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-B03_S399_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_F08_S452_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F08_S452_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F08_S452_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_H10_S574_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H10_S574_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-H10_S574_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_D01_S709_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-D01_S709_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-D01_S709_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_H08_S476_comb	nonTumor	Macrophage	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H08_S476_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H08_S476_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_C06_S126_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-C06_S126_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-C06_S126_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_G01_S457_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-G01_S457_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-G01_S457_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_F02_S446_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F02_S446_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-F02_S446_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_H10_S382_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H10_S382_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-H10_S382_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_B02_S878_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B02_S878_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B02_S878_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_B08_S212_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B08_S212_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B08_S212_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_D12_S528_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D12_S528_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D12_S528_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_C03_S411_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-C03_S411_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-C03_S411_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_A04_S484_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-A04_S484_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-A04_S484_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_B11_S311_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B11_S311_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-B11_S311_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_B12_S120_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B12_S120_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B12_S120_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_H06_S474_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H06_S474_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H06_S474_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_H06_S762_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-H06_S762_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-H06_S762_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_D05_S137_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-D05_S137_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-D05_S137_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_A10_S490_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-A10_S490_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-A10_S490_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_A05_S677_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A05_S677_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A05_S677_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_F12_S936_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-F12_S936_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-F12_S936_comb_R2_001.fastq.gz
Melanoma_81	Cy81_Bulk_CD45	Cy81_Bulk_CD45_B01_S109_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B01_S109_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-Bulk-CD45-B01_S109_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_B06_S882_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B06_S882_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-B06_S882_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_F10_S550_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F10_S550_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F10_S550_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_D09_S525_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D09_S525_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D09_S525_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_G01_S745_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G01_S745_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-G01_S745_comb_R2_001.fastq.gz
Melanoma_74	Cy74_CD45	Cy74_CD45_H12_S480_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H12_S480_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy74-CD45-H12_S480_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_G11_S1043_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-G11_S1043_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-G11_S1043_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_D04_S1000_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-D04_S1000_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-D04_S1000_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_D04_S520_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D04_S520_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-D04_S520_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_A11_S683_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A11_S683_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-A11_S683_comb_R2_001.fastq.gz
Melanoma_81	Cy81_FNA_CD45	Cy81_FNA_CD45_C11_S227_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-C11_S227_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy81-FNA-CD45-C11_S227_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_F03_S543_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F03_S543_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-F03_S543_comb_R2_001.fastq.gz
Melanoma_80	Cy80_II_CD45	Cy80_II_CD45_F07_S931_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-F07_S931_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy80-II-CD45-F07_S931_comb_R2_001.fastq.gz
Melanoma_72	Cy72_CD45	Cy72_CD45_E10_S730_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E10_S730_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy72-CD45-E10_S730_comb_R2_001.fastq.gz
Melanoma_71	Cy71_CD45	Cy71_CD45_E10_S538_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-E10_S538_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/Cy71-CD45-E10_S538_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_F09_S1029_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-F09_S1029_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-F09_S1029_comb_R2_001.fastq.gz
Melanoma_58	CY58_1_CD45	CY58_1_CD45_B06_S978_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-B06_S978_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY58-1-CD45-B06_S978_comb_R2_001.fastq.gz
