Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,source_name,disease,disease_state,Cell_Line,cell_morphology,tissue
SRR5824440,RNA-Seq,300,309164400,PRJNA382695,SAMN07335255,118397852,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002244,GSM2697004,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,309,112,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353175,GSM2697004,SRP103839,CRC,,Carcinoma,,,
SRR5824441,RNA-Seq,300,867895200,PRJNA382695,SAMN07335254,379780647,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002245,GSM2697005,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,867,362,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353176,GSM2697005,SRP103839,CRC,,Carcinoma,,,
SRR5824442,RNA-Seq,300,1500039000,PRJNA382695,SAMN07335253,637399486,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002246,GSM2697006,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1500,607,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353178,GSM2697006,SRP103839,CRC,,Carcinoma,,,
SRR5824443,RNA-Seq,300,1642410000,PRJNA382695,SAMN07335252,716681369,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002247,GSM2697007,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1642,683,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353177,GSM2697007,SRP103839,CRC,,Carcinoma,,,
SRR5824444,RNA-Seq,300,1379738100,PRJNA382695,SAMN07335251,606037720,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002248,GSM2697008,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1379,577,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353179,GSM2697008,SRP103839,CRC,,Carcinoma,,,
SRR5824445,RNA-Seq,300,1295800800,PRJNA382695,SAMN07335250,570147212,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002249,GSM2697009,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1295,543,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353180,GSM2697009,SRP103839,CRC,,Carcinoma,,,
SRR5824446,RNA-Seq,302,1484570694,PRJNA382695,SAMN07335249,761008499,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002250,GSM2697010,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1484,725,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353182,GSM2697010,SRP103839,CRC,,Carcinoma,,,
SRR5824448,RNA-Seq,302,1899584228,PRJNA382695,SAMN07335247,978749201,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002252,GSM2697012,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1899,933,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353183,GSM2697012,SRP103839,CRC,,Carcinoma,,,
SRR5824449,RNA-Seq,302,726602940,PRJNA382695,SAMN07335246,371661850,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002253,GSM2697013,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,726,354,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353184,GSM2697013,SRP103839,CRC,,Carcinoma,,,
SRR5824450,RNA-Seq,302,1635372582,PRJNA382695,SAMN07335359,848485300,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3002254,GSM2697014,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1635,809,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353185,GSM2697014,SRP103839,CRC,,Carcinoma,,,
SRR5824451,RNA-Seq,302,1463657194,PRJNA382695,SAMN07335358,757117241,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002255,GSM2697015,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1463,722,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353187,GSM2697015,SRP103839,CRC,,Carcinoma,,,
SRR5824452,RNA-Seq,302,1762277512,PRJNA382695,SAMN07335357,915271011,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002256,GSM2697016,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1762,872,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353186,GSM2697016,SRP103839,CRC,,Carcinoma,,,
SRR5824453,RNA-Seq,302,1460159732,PRJNA382695,SAMN07335356,751812905,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002257,GSM2697017,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1460,716,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353188,GSM2697017,SRP103839,CRC,,Carcinoma,,,
SRR5824455,RNA-Seq,302,863155562,PRJNA382695,SAMN07335354,442679986,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002259,GSM2697019,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,863,422,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353190,GSM2697019,SRP103839,CRC,,Carcinoma,,,
SRR5824456,RNA-Seq,302,1674122202,PRJNA382695,SAMN07335353,860781755,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002260,GSM2697020,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1674,820,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353191,GSM2697020,SRP103839,CRC,,Carcinoma,,,
SRR5824457,RNA-Seq,302,341128026,PRJNA382695,SAMN07335352,175586208,GEO,public,sra,"ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3002261,GSM2697021,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,341,167,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353192,GSM2697021,SRP103839,CRC,,Carcinoma,,,
SRR5824458,RNA-Seq,302,1843469004,PRJNA382695,SAMN07335351,949347835,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002262,GSM2697022,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1843,905,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353193,GSM2697022,SRP103839,CRC,,Carcinoma,,,
SRR5824459,RNA-Seq,302,1700057962,PRJNA382695,SAMN07335350,866940340,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002263,GSM2697023,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1700,826,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353194,GSM2697023,SRP103839,CRC,,Carcinoma,,,
SRR5824460,RNA-Seq,300,3610325400,PRJNA382695,SAMN07335349,1381387254,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002264,GSM2697024,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3610,1317,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353195,GSM2697024,SRP103839,CRC,,Carcinoma,,,
SRR5824461,RNA-Seq,300,3619631400,PRJNA382695,SAMN07335348,1405809135,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002265,GSM2697025,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3619,1340,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353197,GSM2697025,SRP103839,CRC,,Carcinoma,,,
SRR5824462,RNA-Seq,300,2786609700,PRJNA382695,SAMN07335347,1076718033,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002266,GSM2697026,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2786,1026,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353196,GSM2697026,SRP103839,CRC,,Carcinoma,,,
SRR5824463,RNA-Seq,300,1491472500,PRJNA382695,SAMN07335346,582444900,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002267,GSM2697027,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1491,555,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353198,GSM2697027,SRP103839,CRC,,Carcinoma,,,
SRR5824464,RNA-Seq,300,1854908700,PRJNA382695,SAMN07335345,721684253,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002268,GSM2697028,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1854,688,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353200,GSM2697028,SRP103839,CRC,,Carcinoma,,,
SRR5824465,RNA-Seq,300,823864800,PRJNA382695,SAMN07335344,338729747,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002269,GSM2697029,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,823,323,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353199,GSM2697029,SRP103839,CRC,,Carcinoma,,,
SRR5824466,RNA-Seq,300,1796126100,PRJNA382695,SAMN07335343,729860409,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002270,GSM2697030,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1796,696,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353201,GSM2697030,SRP103839,CRC,,Carcinoma,,,
SRR5824468,RNA-Seq,300,2493689400,PRJNA382695,SAMN07335341,1059780370,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002272,GSM2697032,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2493,1010,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353203,GSM2697032,SRP103839,CRC,,Carcinoma,,,
SRR5824469,RNA-Seq,300,669758400,PRJNA382695,SAMN07335340,288562155,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002273,GSM2697033,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,669,275,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353204,GSM2697033,SRP103839,CRC,,Carcinoma,,,
SRR5824470,RNA-Seq,300,2321603400,PRJNA382695,SAMN07335339,980752573,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002274,GSM2697034,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2321,935,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353205,GSM2697034,SRP103839,CRC,,Carcinoma,,,
SRR5824471,RNA-Seq,300,1442157900,PRJNA382695,SAMN07335338,619548271,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002275,GSM2697035,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1442,590,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353206,GSM2697035,SRP103839,CRC,,Carcinoma,,,
SRR5824472,RNA-Seq,300,2271823200,PRJNA382695,SAMN07335317,968159131,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002276,GSM2697036,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2271,923,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353207,GSM2697036,SRP103839,CRC,,Carcinoma,,,
SRR5824473,RNA-Seq,300,1227702600,PRJNA382695,SAMN07335316,517999865,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002277,GSM2697037,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1227,494,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353208,GSM2697037,SRP103839,CRC,,Carcinoma,,,
SRR5824474,RNA-Seq,300,1639030500,PRJNA382695,SAMN07335315,693393780,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3002278,GSM2697038,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1639,661,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353209,GSM2697038,SRP103839,CRC,,Carcinoma,,,
SRR5824475,RNA-Seq,302,1411301266,PRJNA382695,SAMN07335314,722296187,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002279,GSM2697039,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1411,688,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353210,GSM2697039,SRP103839,CRC,,Carcinoma,,,
SRR5824476,RNA-Seq,300,828210000,PRJNA382695,SAMN07335313,336266645,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002280,GSM2697040,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,828,320,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353211,GSM2697040,SRP103839,CRC,,Carcinoma,,,
SRR5824477,RNA-Seq,300,1262303100,PRJNA382695,SAMN07335312,516244039,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002281,GSM2697041,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1262,492,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353212,GSM2697041,SRP103839,CRC,,Carcinoma,,,
SRR5824478,RNA-Seq,300,1421766900,PRJNA382695,SAMN07335311,579758580,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002282,GSM2697042,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1421,552,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353213,GSM2697042,SRP103839,CRC,,Carcinoma,,,
SRR5824479,RNA-Seq,300,1244794200,PRJNA382695,SAMN07335310,505477491,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002283,GSM2697043,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1244,482,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353214,GSM2697043,SRP103839,CRC,,Carcinoma,,,
SRR5824480,RNA-Seq,300,227035800,PRJNA382695,SAMN07335309,91877240,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002284,GSM2697044,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,227,87,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353215,GSM2697044,SRP103839,CRC,,Carcinoma,,,
SRR5824481,RNA-Seq,300,1776270600,PRJNA382695,SAMN07335308,710859651,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002285,GSM2697045,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1776,677,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353216,GSM2697045,SRP103839,CRC,,Carcinoma,,,
SRR5824482,RNA-Seq,300,536991900,PRJNA382695,SAMN07335307,219118536,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002286,GSM2697046,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,536,208,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353217,GSM2697046,SRP103839,CRC,,Carcinoma,,,
SRR5824483,RNA-Seq,300,406539300,PRJNA382695,SAMN07335306,169517825,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002287,GSM2697047,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,406,161,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353218,GSM2697047,SRP103839,CRC,,Carcinoma,,,
SRR5824484,RNA-Seq,300,3941999100,PRJNA382695,SAMN07335305,1625340966,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002288,GSM2697048,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3941,1550,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353219,GSM2697048,SRP103839,CRC,,Carcinoma,,,
SRR5824485,RNA-Seq,300,3776622000,PRJNA382695,SAMN07335304,1551161295,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002289,GSM2697049,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3776,1479,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353220,GSM2697049,SRP103839,CRC,,Carcinoma,,,
SRR5824486,RNA-Seq,300,3468869700,PRJNA382695,SAMN07335303,1438163987,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002290,GSM2697050,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3468,1371,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353221,GSM2697050,SRP103839,CRC,,Carcinoma,,,
SRR5824487,RNA-Seq,300,1795244100,PRJNA382695,SAMN07335302,745813788,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3002291,GSM2697051,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1795,711,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353222,GSM2697051,SRP103839,CRC,,Carcinoma,,,
SRR5824488,RNA-Seq,300,3035945700,PRJNA382695,SAMN07335301,1266798820,GEO,public,sra,"s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3002292,GSM2697052,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3035,1208,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353223,GSM2697052,SRP103839,CRC,,Carcinoma,,,
SRR5824489,RNA-Seq,300,2837559600,PRJNA382695,SAMN07335300,1185854270,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002293,GSM2697053,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2837,1130,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353224,GSM2697053,SRP103839,CRC,,Carcinoma,,,
SRR5824490,RNA-Seq,300,860856300,PRJNA382695,SAMN07335299,367267372,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002294,GSM2697054,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,860,350,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353225,GSM2697054,SRP103839,CRC,,Carcinoma,,,
SRR5824491,RNA-Seq,300,3368697000,PRJNA382695,SAMN07335298,1390954158,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002295,GSM2697055,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3368,1326,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353226,GSM2697055,SRP103839,CRC,,Carcinoma,,,
SRR5824492,RNA-Seq,300,2277366300,PRJNA382695,SAMN07335297,961710327,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002296,GSM2697056,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2277,917,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353227,GSM2697056,SRP103839,CRC,,Carcinoma,,,
SRR5824493,RNA-Seq,150,1691639700,PRJNA382695,SAMN07335296,648661979,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002297,GSM2697057,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1691,618,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353228,GSM2697057,SRP103839,CRC,,Carcinoma,,,
SRR5824494,RNA-Seq,300,3599221800,PRJNA382695,SAMN07335294,1494877552,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3002298,GSM2697058,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,3599,1425,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353229,GSM2697058,SRP103839,CRC,,Carcinoma,,,
SRR5824495,RNA-Seq,300,646514400,PRJNA382695,SAMN07335292,270185556,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3002299,GSM2697059,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,646,257,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353230,GSM2697059,SRP103839,CRC,,Carcinoma,,,
SRR5824496,RNA-Seq,300,2643264900,PRJNA382695,SAMN07335290,1087534179,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002300,GSM2697060,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2643,1037,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353231,GSM2697060,SRP103839,CRC,,Carcinoma,,,
SRR5824498,RNA-Seq,300,675818100,PRJNA382695,SAMN07334983,284013627,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3002302,GSM2697062,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,675,270,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353233,GSM2697062,SRP103839,CRC,,Carcinoma,,,
SRR5824499,RNA-Seq,300,430010700,PRJNA382695,SAMN07334980,195934164,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3002303,GSM2697063,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,430,186,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353234,GSM2697063,SRP103839,CRC,,Carcinoma,,,
SRR5824500,RNA-Seq,300,2064541200,PRJNA382695,SAMN07334978,891043956,GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3002304,GSM2697064,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2064,849,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353235,GSM2697064,SRP103839,CRC,,Carcinoma,,,
SRR5824501,RNA-Seq,300,2025599400,PRJNA382695,SAMN07335288,856946564,GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3002305,GSM2697065,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2025,817,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353236,GSM2697065,SRP103839,CRC,,Carcinoma,,,
SRR5824502,RNA-Seq,300,1599177300,PRJNA382695,SAMN07334990,673096483,GEO,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3002306,GSM2697066,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1599,641,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353237,GSM2697066,SRP103839,CRC,,Carcinoma,,,
SRR5824503,RNA-Seq,300,2434449000,PRJNA382695,SAMN07334988,1068020086,GEO,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3002307,GSM2697067,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2434,1018,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353238,GSM2697067,SRP103839,CRC,,Carcinoma,,,
SRR5824504,RNA-Seq,300,1285329300,PRJNA382695,SAMN07334986,549013520,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3002308,GSM2697068,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1285,523,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353239,GSM2697068,SRP103839,CRC,,Carcinoma,,,
SRR5824505,RNA-Seq,300,1602276900,PRJNA382695,SAMN07334975,760296287,GEO,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3002309,GSM2697069,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1602,725,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353240,GSM2697069,SRP103839,CRC,,Carcinoma,,,
SRR5824506,RNA-Seq,300,1368987900,PRJNA382695,SAMN07334974,646876031,GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3002310,GSM2697070,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1368,616,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353241,GSM2697070,SRP103839,CRC,,Carcinoma,,,
SRR5824507,RNA-Seq,300,1265118300,PRJNA382695,SAMN07334972,598683837,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3002311,GSM2697071,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1265,570,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353242,GSM2697071,SRP103839,CRC,,Carcinoma,,,
SRR5824508,RNA-Seq,300,2407506600,PRJNA382695,SAMN07334970,1011722170,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3002312,GSM2697072,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,2407,964,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353243,GSM2697072,SRP103839,CRC,,Carcinoma,,,
SRR5824509,RNA-Seq,300,1210786800,PRJNA382695,SAMN07334968,487516922,GEO,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3002313,GSM2697073,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,1210,464,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353244,GSM2697073,SRP103839,CRC,,Carcinoma,,,
