cell	celltype1	GSM	Run	sample	depletion_batch	patient	Tumor	QC_status	plate	well
PT126_P3_G04_S76	Tumor	GSM3327159	SRR7667333	B7	depleted_yes	PT126	Tumor	Passed	P3	G04
PT126_P3_G06_S78	Tumor	GSM3327161	SRR7667335	B7	depleted_yes	PT126	Tumor	Passed	P3	G06
PT126_P3_G07_S79	Tumor	GSM3327162	SRR7667336	B7	depleted_yes	PT126	Tumor	Passed	P3	G07
PT126_P3_G08_S80	Tumor	GSM3327163	SRR7667337	B7	depleted_yes	PT126	Tumor	Passed	P3	G08
PT126_P3_G09_S81	Endothelial	GSM3327164	SRR7667338	B7	depleted_yes	PT126	nonTumor	Passed	P3	G09
PT126_P3_G10_S82	Tumor	GSM3327165	SRR7667339	B7	depleted_yes	PT126	Tumor	Passed	P3	G10
PT126_P3_G11_S83	Tumor	GSM3327166	SRR7667340	B7	depleted_yes	PT126	Tumor	Passed	P3	G11
PT126_P3_G12_S84	Tumor	GSM3327167	SRR7667341	B7	depleted_yes	PT126	Tumor	Passed	P3	G12
PT126_P3_H01_S85	Tumor	GSM3327168	SRR7667342	B7	depleted_yes	PT126	Tumor	Passed	P3	H01
PT126_P3_H02_S86	Tumor	GSM3327169	SRR7667343	B7	depleted_yes	PT126	Tumor	Passed	P3	H02
PT126_P3_H03_S87	Tumor	GSM3327170	SRR7667344	B7	depleted_yes	PT126	Tumor	Passed	P3	H03
PT126_P3_H04_S88	Tumor	GSM3327171	SRR7667345	B7	depleted_yes	PT126	Tumor	Passed	P3	H04
PT126_P3_H05_S89	Tumor	GSM3327172	SRR7667346	B7	depleted_yes	PT126	Tumor	Passed	P3	H05
PT126_P3_H06_S90	Tumor	GSM3327173	SRR7667347	B7	depleted_yes	PT126	Tumor	Passed	P3	H06
PT126_P3_H07_S91	Tumor	GSM3327174	SRR7667348	B7	depleted_yes	PT126	Tumor	Passed	P3	H07
PT126_P3_H08_S92	Tumor	GSM3327175	SRR7667349	B7	depleted_yes	PT126	Tumor	Passed	P3	H08
PT126_P3_H09_S93	Stroma	GSM3327176	SRR7667350	B7	depleted_yes	PT126	nonTumor	Passed	P3	H09
PT126_P3_H10_S94	Tumor	GSM3327177	SRR7667351	B7	depleted_yes	PT126	Tumor	Passed	P3	H10
PT126_P3_H11_S95	Tumor	GSM3327178	SRR7667352	B7	depleted_yes	PT126	Tumor	Passed	P3	H11
PT126_P3_H12_S96	Tumor	GSM3327179	SRR7667353	B7	depleted_yes	PT126	Tumor	Passed	P3	H12
PT039_P121_A01_S289	Stroma	GSM3327180	SRR7667354	B8	depleted_yes	PT039	nonTumor	Passed	P121	A01
PT039_P121_A02_S290	Tumor	GSM3327181	SRR7667355	B8	depleted_yes	PT039	Tumor	Passed	P121	A02
PT039_P121_A03_S291	Tumor	GSM3327182	SRR7667356	B8	depleted_yes	PT039	Tumor	Passed	P121	A03
PT039_P121_A04_S292	Tumor	GSM3327183	SRR7667357	B8	depleted_yes	PT039	Tumor	Passed	P121	A04
PT039_P121_A05_S293	Tumor	GSM3327184	SRR7667358	B8	depleted_yes	PT039	Tumor	Passed	P121	A05
PT039_P121_A06_S294	Tumor	GSM3327185	SRR7667359	B8	depleted_yes	PT039	Tumor	Passed	P121	A06
PT039_P121_A07_S295	Tumor	GSM3327186	SRR7667360	B8	depleted_yes	PT039	Tumor	Passed	P121	A07
PT039_P121_A08_S296	Tumor	GSM3327187	SRR7667361	B8	depleted_yes	PT039	Tumor	Passed	P121	A08
PT039_P121_A09_S297	Tumor	GSM3327188	SRR7667362	B8	depleted_yes	PT039	Tumor	Passed	P121	A09
PT039_P121_A10_S298	Tumor	GSM3327189	SRR7667363	B8	depleted_yes	PT039	Tumor	Passed	P121	A10
PT039_P121_A11_S299	Tumor	GSM3327190	SRR7667364	B8	depleted_yes	PT039	Tumor	Passed	P121	A11
PT039_P121_A12_S300	Tumor	GSM3327191	SRR7667365	B8	depleted_yes	PT039	Tumor	Passed	P121	A12
PT039_P121_B01_S301	Tumor	GSM3327192	SRR7667366	B8	depleted_yes	PT039	Tumor	Passed	P121	B01
PT039_P121_B02_S302	Tumor	GSM3327193	SRR7667367	B8	depleted_yes	PT039	Tumor	Passed	P121	B02
PT039_P121_B03_S303	Tumor	GSM3327194	SRR7667368	B8	depleted_yes	PT039	Tumor	Passed	P121	B03
PT039_P121_B04_S304	Tumor	GSM3327195	SRR7667369	B8	depleted_yes	PT039	Tumor	Passed	P121	B04
PT039_P121_B05_S305	Tumor	GSM3327196	SRR7667370	B8	depleted_yes	PT039	Tumor	Passed	P121	B05
PT039_P121_B06_S306	Tumor	GSM3327197	SRR7667371	B8	depleted_yes	PT039	Tumor	Passed	P121	B06
PT039_P121_B07_S307	Tumor	GSM3327198	SRR7667372	B8	depleted_yes	PT039	Tumor	Passed	P121	B07
PT039_P121_B08_S308	Tumor	GSM3327199	SRR7667373	B8	depleted_yes	PT039	Tumor	Passed	P121	B08
PT039_P121_B09_S309	Tumor	GSM3327200	SRR7667374	B8	depleted_yes	PT039	Tumor	Passed	P121	B09
PT039_P121_B10_S310	Tumor	GSM3327201	SRR7667375	B8	depleted_yes	PT039	Tumor	Passed	P121	B10
PT039_P121_B11_S311	Tumor	GSM3327202	SRR7667376	B8	depleted_yes	PT039	Tumor	Passed	P121	B11
PT039_P121_B12_S312	Tumor	GSM3327203	SRR7667377	B8	depleted_yes	PT039	Tumor	Passed	P121	B12
PT039_P121_C01_S313	Tumor	GSM3327204	SRR7667378	B8	depleted_yes	PT039	Tumor	Passed	P121	C01
PT039_P121_C02_S314	Tumor	GSM3327205	SRR7667379	B8	depleted_yes	PT039	Tumor	Passed	P121	C02
PT039_P121_C03_S315	Tumor	GSM3327206	SRR7667380	B8	depleted_yes	PT039	Tumor	Passed	P121	C03
PT039_P121_C04_S316	Tumor	GSM3327207	SRR7667381	B8	depleted_yes	PT039	Tumor	Passed	P121	C04
PT039_P121_C05_S317	Tumor	GSM3327208	SRR7667382	B8	depleted_yes	PT039	Tumor	Passed	P121	C05
PT039_P121_C06_S318	Tumor	GSM3327209	SRR7667383	B8	depleted_yes	PT039	Tumor	Passed	P121	C06
PT039_P121_C08_S320	Tumor	GSM3327210	SRR7667384	B8	depleted_yes	PT039	Tumor	Passed	P121	C08
PT039_P121_C09_S321	Tumor	GSM3327211	SRR7667385	B8	depleted_yes	PT039	Tumor	Passed	P121	C09
PT039_P121_C10_S322	Tumor	GSM3327212	SRR7667386	B8	depleted_yes	PT039	Tumor	Passed	P121	C10
PT039_P121_C11_S323	Tumor	GSM3327213	SRR7667387	B8	depleted_yes	PT039	Tumor	Passed	P121	C11
PT039_P121_C12_S324	Stroma	GSM3327214	SRR7667388	B8	depleted_yes	PT039	nonTumor	Passed	P121	C12
PT039_P121_D01_S325	Tumor	GSM3327215	SRR7667389	B8	depleted_yes	PT039	Tumor	Passed	P121	D01
PT039_P121_D02_S326	Tumor	GSM3327216	SRR7667390	B8	depleted_yes	PT039	Tumor	Passed	P121	D02
PT039_P121_D03_S327	Tumor	GSM3327217	SRR7667391	B8	depleted_yes	PT039	Tumor	Passed	P121	D03
PT039_P121_D04_S328	Tumor	GSM3327218	SRR7667392	B8	depleted_yes	PT039	Tumor	Passed	P121	D04
PT039_P121_D05_S329	Tumor	GSM3327219	SRR7667393	B8	depleted_yes	PT039	Tumor	Passed	P121	D05
PT039_P121_D07_S331	Tumor	GSM3327220	SRR7667394	B8	depleted_yes	PT039	Tumor	Passed	P121	D07
PT039_P121_D08_S332	Tumor	GSM3327221	SRR7667395	B8	depleted_yes	PT039	Tumor	Passed	P121	D08
PT039_P121_D09_S333	Tumor	GSM3327222	SRR7667396	B8	depleted_yes	PT039	Tumor	Passed	P121	D09
PT039_P121_D10_S334	Tumor	GSM3327223	SRR7667397	B8	depleted_yes	PT039	Tumor	Passed	P121	D10
PT039_P121_D11_S335	Tumor	GSM3327224	SRR7667398	B8	depleted_yes	PT039	Tumor	Passed	P121	D11
PT039_P121_D12_S336	Tumor	GSM3327225	SRR7667399	B8	depleted_yes	PT039	Tumor	Passed	P121	D12
PT039_P121_E01_S337	Tumor	GSM3327226	SRR7667400	B8	depleted_yes	PT039	Tumor	Passed	P121	E01
PT039_P121_E02_S338	Tumor	GSM3327227	SRR7667401	B8	depleted_yes	PT039	Tumor	Passed	P121	E02
PT039_P121_E03_S339	Tumor	GSM3327228	SRR7667402	B8	depleted_yes	PT039	Tumor	Passed	P121	E03
PT039_P121_E04_S340	Tumor	GSM3327229	SRR7667403	B8	depleted_yes	PT039	Tumor	Passed	P121	E04
PT039_P121_E05_S341	Tumor	GSM3327230	SRR7667404	B8	depleted_yes	PT039	Tumor	Passed	P121	E05
PT084_P121_E06_S342	Tumor	GSM3327231	SRR7667405	B8	depleted_no	PT084	Tumor	Passed	P121	E06
PT084_P121_E09_S345	Tumor	GSM3327234	SRR7667408	B8	depleted_no	PT084	Tumor	Passed	P121	E09
PT084_P121_E10_S346	Tumor	GSM3327235	SRR7667409	B8	depleted_no	PT084	Tumor	Passed	P121	E10
PT084_P121_E11_S347	Tumor	GSM3327236	SRR7667410	B8	depleted_no	PT084	Tumor	Passed	P121	E11
PT084_P121_E12_S348	Tumor	GSM3327237	SRR7667411	B8	depleted_no	PT084	Tumor	Passed	P121	E12
PT084_P121_F01_S349	Endothelial	GSM3327238	SRR7667412	B8	depleted_no	PT084	nonTumor	Passed	P121	F01
PT084_P121_F02_S350	Tumor	GSM3327239	SRR7667413	B8	depleted_no	PT084	Tumor	Passed	P121	F02
PT084_P121_F03_S351	Tumor	GSM3327240	SRR7667414	B8	depleted_no	PT084	Tumor	Passed	P121	F03
PT084_P121_F04_S352	Tumor	GSM3327241	SRR7667415	B8	depleted_no	PT084	Tumor	Passed	P121	F04
PT084_P121_F05_S353	Tumor	GSM3327242	SRR7667416	B8	depleted_no	PT084	Tumor	Passed	P121	F05
PT084_P121_F06_S354	Tumor	GSM3327243	SRR7667417	B8	depleted_no	PT084	Tumor	Passed	P121	F06
PT084_P121_F07_S355	Tumor	GSM3327244	SRR7667418	B8	depleted_no	PT084	Tumor	Passed	P121	F07
PT084_P121_F08_S356	Tumor	GSM3327245	SRR7667419	B8	depleted_no	PT084	Tumor	Passed	P121	F08
PT084_P121_F09_S357	Tumor	GSM3327246	SRR7667420	B8	depleted_no	PT084	Tumor	Passed	P121	F09
PT084_P121_F11_S359	Tcell	GSM3327248	SRR7667422	B8	depleted_no	PT084	nonTumor	Passed	P121	F11
PT084_P121_G01_S361	Tumor	GSM3327250	SRR7667424	B8	depleted_no	PT084	Tumor	Passed	P121	G01
PT084_P121_G02_S362	Tumor	GSM3327251	SRR7667425	B8	depleted_no	PT084	Tumor	Passed	P121	G02
PT084_P121_G04_S364	Tumor	GSM3327253	SRR7667427	B8	depleted_no	PT084	Tumor	Passed	P121	G04
PT084_P121_G05_S365	Tumor	GSM3327254	SRR7667428	B8	depleted_no	PT084	Tumor	Passed	P121	G05
PT084_P121_G06_S366	Tumor	GSM3327255	SRR7667429	B8	depleted_no	PT084	Tumor	Passed	P121	G06
PT084_P121_G08_S368	Tumor	GSM3327257	SRR7667431	B8	depleted_no	PT084	Tumor	Passed	P121	G08
PT084_P121_G11_S371	Tumor	GSM3327260	SRR7667434	B8	depleted_no	PT084	Tumor	Passed	P121	G11
PT084_P121_G12_S372	Tumor	GSM3327261	SRR7667435	B8	depleted_no	PT084	Tumor	Passed	P121	G12
PT084_P121_H01_S373	Tumor	GSM3327262	SRR7667436	B8	depleted_no	PT084	Tumor	Passed	P121	H01
PT084_P121_H02_S374	Stroma	GSM3327263	SRR7667437	B8	depleted_no	PT084	nonTumor	Passed	P121	H02
PT084_P121_H03_S375	Tumor	GSM3327264	SRR7667438	B8	depleted_no	PT084	Tumor	Passed	P121	H03
PT084_P121_H05_S377	Stroma	GSM3327265	SRR7667439	B8	depleted_no	PT084	nonTumor	Passed	P121	H05
PT084_P121_H06_S378	Tumor	GSM3327266	SRR7667440	B8	depleted_no	PT084	Tumor	Passed	P121	H06
PT084_P121_H07_S379	Tumor	GSM3327267	SRR7667441	B8	depleted_no	PT084	Tumor	Passed	P121	H07
PT084_P121_H08_S380	Tumor	GSM3327268	SRR7667442	B8	depleted_no	PT084	Tumor	Passed	P121	H08
PT084_P121_H09_S381	Tumor	GSM3327269	SRR7667443	B8	depleted_no	PT084	Tumor	Passed	P121	H09
PT084_P121_H10_S382	Tumor	GSM3327270	SRR7667444	B8	depleted_no	PT084	Tumor	Passed	P121	H10
PT084_P121_H12_S384	Tumor	GSM3327272	SRR7667446	B8	depleted_no	PT084	Tumor	Passed	P121	H12
PT039_P10_A01_S193	Tumor	GSM3327273	SRR7667447	B9	depleted_no	PT039	Tumor	Passed	P10	A01
PT039_P10_A02_S194	Tumor	GSM3327274	SRR7667448	B9	depleted_no	PT039	Tumor	Passed	P10	A02
PT039_P10_A03_S195	Tumor	GSM3327275	SRR7667449	B9	depleted_no	PT039	Tumor	Passed	P10	A03
PT039_P10_A04_S196	Tumor	GSM3327276	SRR7667450	B9	depleted_no	PT039	Tumor	Passed	P10	A04
PT039_P10_A05_S197	Tumor	GSM3327277	SRR7667451	B9	depleted_no	PT039	Tumor	Passed	P10	A05
PT039_P10_A06_S198	Macrophage	GSM3327278	SRR7667452	B9	depleted_no	PT039	nonTumor	Passed	P10	A06
PT039_P10_A07_S199	Macrophage	GSM3327279	SRR7667453	B9	depleted_no	PT039	nonTumor	Passed	P10	A07
PT039_P10_A08_S200	Tumor	GSM3327280	SRR7667454	B9	depleted_no	PT039	Tumor	Passed	P10	A08
PT039_P10_A09_S201	Tumor	GSM3327281	SRR7667455	B9	depleted_no	PT039	Tumor	Passed	P10	A09
PT039_P10_A11_S203	Macrophage	GSM3327283	SRR7667457	B9	depleted_no	PT039	nonTumor	Passed	P10	A11
PT039_P10_A12_S204	Tumor	GSM3327284	SRR7667458	B9	depleted_no	PT039	Tumor	Passed	P10	A12
PT039_P10_B01_S205	Tumor	GSM3327285	SRR7667459	B9	depleted_no	PT039	Tumor	Passed	P10	B01
PT039_P10_B02_S206	Tumor	GSM3327286	SRR7667460	B9	depleted_no	PT039	Tumor	Passed	P10	B02
PT039_P10_B03_S207	Tumor	GSM3327287	SRR7667461	B9	depleted_no	PT039	Tumor	Passed	P10	B03
PT039_P10_B04_S208	Tumor	GSM3327288	SRR7667462	B9	depleted_no	PT039	Tumor	Passed	P10	B04
PT039_P10_B05_S209	Tumor	GSM3327289	SRR7667463	B9	depleted_no	PT039	Tumor	Passed	P10	B05
PT039_P10_B06_S210	Macrophage	GSM3327290	SRR7667464	B9	depleted_no	PT039	nonTumor	Passed	P10	B06
PT039_P10_B07_S211	Tumor	GSM3327291	SRR7667465	B9	depleted_no	PT039	Tumor	Passed	P10	B07
PT039_P10_B08_S212	Tumor	GSM3327292	SRR7667466	B9	depleted_no	PT039	Tumor	Passed	P10	B08
PT039_P10_B09_S213	Tumor	GSM3327293	SRR7667467	B9	depleted_no	PT039	Tumor	Passed	P10	B09
PT039_P10_B10_S214	Macrophage	GSM3327294	SRR7667468	B9	depleted_no	PT039	nonTumor	Passed	P10	B10
PT039_P10_B11_S215	Tumor	GSM3327295	SRR7667469	B9	depleted_no	PT039	Tumor	Passed	P10	B11
PT039_P10_B12_S216	Tumor	GSM3327296	SRR7667470	B9	depleted_no	PT039	Tumor	Passed	P10	B12
PT039_P10_C02_S218	Endothelial	GSM3327297	SRR7667471	B9	depleted_no	PT039	nonTumor	Passed	P10	C02
PT039_P10_C03_S219	Tumor	GSM3327298	SRR7667472	B9	depleted_no	PT039	Tumor	Passed	P10	C03
PT039_P10_C04_S220	Tumor	GSM3327299	SRR7667473	B9	depleted_no	PT039	Tumor	Passed	P10	C04
PT039_P10_C05_S221	Tumor	GSM3327300	SRR7667474	B9	depleted_no	PT039	Tumor	Passed	P10	C05
PT039_P10_C06_S222	Tumor	GSM3327301	SRR7667475	B9	depleted_no	PT039	Tumor	Passed	P10	C06
PT039_P10_C08_S224	Macrophage	GSM3327303	SRR7667477	B9	depleted_no	PT039	nonTumor	Passed	P10	C08
PT039_P10_C09_S225	Tumor	GSM3327304	SRR7667478	B9	depleted_no	PT039	Tumor	Passed	P10	C09
PT039_P10_C10_S226	Tumor	GSM3327305	SRR7667479	B9	depleted_no	PT039	Tumor	Passed	P10	C10
PT039_P10_C11_S227	Macrophage	GSM3327306	SRR7667480	B9	depleted_no	PT039	nonTumor	Passed	P10	C11
PT039_P10_C12_S228	Tumor	GSM3327307	SRR7667481	B9	depleted_no	PT039	Tumor	Passed	P10	C12
PT039_P10_D01_S229	Tumor	GSM3327308	SRR7667482	B9	depleted_no	PT039	Tumor	Passed	P10	D01
PT039_P10_D03_S231	Tumor	GSM3327310	SRR7667484	B9	depleted_no	PT039	Tumor	Passed	P10	D03
PT039_P10_D04_S232	Tumor	GSM3327311	SRR7667485	B9	depleted_no	PT039	Tumor	Passed	P10	D04
PT039_P10_D05_S233	Macrophage	GSM3327312	SRR7667486	B9	depleted_no	PT039	nonTumor	Passed	P10	D05
PT039_P10_D06_S234	Stroma	GSM3327313	SRR7667487	B9	depleted_no	PT039	nonTumor	Passed	P10	D06
PT039_P10_D08_S236	Macrophage	GSM3327314	SRR7667488	B9	depleted_no	PT039	nonTumor	Passed	P10	D08
PT039_P10_D09_S237	Tumor	GSM3327315	SRR7667489	B9	depleted_no	PT039	Tumor	Passed	P10	D09
PT039_P10_D10_S238	Tumor	GSM3327316	SRR7667490	B9	depleted_no	PT039	Tumor	Passed	P10	D10
PT039_P10_D11_S239	Tumor	GSM3327317	SRR7667491	B9	depleted_no	PT039	Tumor	Passed	P10	D11
PT039_P10_D12_S240	Tumor	GSM3327318	SRR7667492	B9	depleted_no	PT039	Tumor	Passed	P10	D12
PT039_P10_E01_S241	Tumor	GSM3327319	SRR7667493	B9	depleted_no	PT039	Tumor	Passed	P10	E01
PT039_P10_E02_S242	Macrophage	GSM3327320	SRR7667494	B9	depleted_no	PT039	nonTumor	Passed	P10	E02
PT039_P10_E03_S243	Macrophage	GSM3327321	SRR7667495	B9	depleted_no	PT039	nonTumor	Passed	P10	E03
PT039_P10_E04_S244	Tumor	GSM3327322	SRR7667496	B9	depleted_no	PT039	Tumor	Passed	P10	E04
PT039_P10_E06_S246	Macrophage	GSM3327323	SRR7667497	B9	depleted_no	PT039	nonTumor	Passed	P10	E06
PT039_P10_E07_S247	Tumor	GSM3327324	SRR7667498	B9	depleted_no	PT039	Tumor	Passed	P10	E07
PT039_P10_E08_S248	Tumor	GSM3327325	SRR7667499	B9	depleted_no	PT039	Tumor	Passed	P10	E08
PT039_P10_E09_S249	Tumor	GSM3327326	SRR7667500	B9	depleted_no	PT039	Tumor	Passed	P10	E09
PT039_P10_E11_S251	Tumor	GSM3327327	SRR7667501	B9	depleted_no	PT039	Tumor	Passed	P10	E11
PT039_P10_E12_S252	Tumor	GSM3327328	SRR7667502	B9	depleted_no	PT039	Tumor	Passed	P10	E12
PT039_P10_F02_S254	Tumor	GSM3327330	SRR7667504	B9	depleted_no	PT039	Tumor	Passed	P10	F02
PT039_P10_F03_S255	Tumor	GSM3327331	SRR7667505	B9	depleted_no	PT039	Tumor	Passed	P10	F03
PT039_P10_F04_S256	Macrophage	GSM3327332	SRR7667506	B9	depleted_no	PT039	nonTumor	Passed	P10	F04
PT039_P10_F05_S257	Stroma	GSM3327333	SRR7667507	B9	depleted_no	PT039	nonTumor	Passed	P10	F05
PT039_P10_F06_S258	Stroma	GSM3327334	SRR7667508	B9	depleted_no	PT039	nonTumor	Passed	P10	F06
PT039_P10_F07_S259	Tumor	GSM3327335	SRR7667509	B9	depleted_no	PT039	Tumor	Passed	P10	F07
PT039_P10_F08_S260	Macrophage	GSM3327336	SRR7667510	B9	depleted_no	PT039	nonTumor	Passed	P10	F08
PT039_P10_F09_S261	Tumor	GSM3327337	SRR7667511	B9	depleted_no	PT039	Tumor	Passed	P10	F09
PT039_P10_F11_S263	Macrophage	GSM3327338	SRR7667512	B9	depleted_no	PT039	nonTumor	Passed	P10	F11
PT039_P10_F12_S264	Macrophage	GSM3327339	SRR7667513	B9	depleted_no	PT039	nonTumor	Passed	P10	F12
PT039_P10_G01_S265	Stroma	GSM3327340	SRR7667514	B9	depleted_no	PT039	nonTumor	Passed	P10	G01
PT039_P10_G02_S266	Stroma	GSM3327341	SRR7667515	B9	depleted_no	PT039	nonTumor	Passed	P10	G02
PT039_P10_G03_S267	Tumor	GSM3327342	SRR7667516	B9	depleted_no	PT039	Tumor	Passed	P10	G03
PT039_P10_G04_S268	Macrophage	GSM3327343	SRR7667517	B9	depleted_no	PT039	nonTumor	Passed	P10	G04
PT039_P10_G06_S270	Tumor	GSM3327344	SRR7667518	B9	depleted_no	PT039	Tumor	Passed	P10	G06
PT039_P10_G07_S271	Tumor	GSM3327345	SRR7667519	B9	depleted_no	PT039	Tumor	Passed	P10	G07
PT039_P10_G08_S272	Stroma	GSM3327346	SRR7667520	B9	depleted_no	PT039	nonTumor	Passed	P10	G08
PT039_P10_G09_S273	Stroma	GSM3327347	SRR7667521	B9	depleted_no	PT039	nonTumor	Passed	P10	G09
PT039_P10_G11_S275	Tumor	GSM3327349	SRR7667523	B9	depleted_no	PT039	Tumor	Passed	P10	G11
PT039_P10_H01_S277	Stroma	GSM3327350	SRR7667524	B9	depleted_no	PT039	nonTumor	Passed	P10	H01
PT039_P10_H02_S278	Macrophage	GSM3327351	SRR7667525	B9	depleted_no	PT039	nonTumor	Passed	P10	H02
PT039_P10_H03_S279	Tumor	GSM3327352	SRR7667526	B9	depleted_no	PT039	Tumor	Passed	P10	H03
PT039_P10_H04_S280	Macrophage	GSM3327353	SRR7667527	B9	depleted_no	PT039	nonTumor	Passed	P10	H04
PT039_P10_H05_S281	Tumor	GSM3327354	SRR7667528	B9	depleted_no	PT039	Tumor	Passed	P10	H05
PT039_P10_H06_S282	Stroma	GSM3327355	SRR7667529	B9	depleted_no	PT039	nonTumor	Passed	P10	H06
PT039_P10_H07_S283	Tumor	GSM3327356	SRR7667530	B9	depleted_no	PT039	Tumor	Passed	P10	H07
PT039_P10_H08_S284	Macrophage	GSM3327357	SRR7667531	B9	depleted_no	PT039	nonTumor	Passed	P10	H08
PT039_P10_H09_S285	Tumor	GSM3327358	SRR7667532	B9	depleted_no	PT039	Tumor	Passed	P10	H09
PT039_P10_H11_S287	Tumor	GSM3327359	SRR7667533	B9	depleted_no	PT039	Tumor	Passed	P10	H11
PT039_P10_H12_S288	Tumor	GSM3327360	SRR7667534	B9	depleted_no	PT039	Tumor	Passed	P10	H12
